# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 1200, i.e. number of multipoles equal to 1199
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for galaxy lensing (lens[i]), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:dens[1]-dens[1]        3:dens[1]-dens[2]        4:dens[2]-dens[2]        5:lens[1]-lens[1]        6:lens[1]-lens[2]        7:lens[2]-lens[2]        8:dens[1]-lens[1]        9:dens[1]-lens[2]       10:dens[2]-lens[1]       11:dens[2]-lens[2]    
  247       1.173396043233e-02       1.368597320641e-25       9.302636360666e-03       1.154800003924e-14       1.629791128633e-14       2.859769372895e-14       1.052003148075e-09       7.819850758804e-09      -4.053375145623e-28       5.349391855714e-10 
  248       1.176916362557e-02       6.599029787700e-26       9.308860907226e-03       1.136894523702e-14       1.604690351436e-14       2.817014857509e-14       1.045318310503e-09       7.778932299043e-09      -1.954434874545e-28       5.311438316337e-10 
  249       1.180314617240e-02       0.000000000000e+00       9.315427170959e-03       1.119302145944e-14       1.580025722129e-14       2.774971816334e-14       1.038570053470e-09       7.737600768525e-09       0.000000000000e+00       5.274201381285e-10 
  250       1.183584217013e-02      -5.983417592012e-26       9.322376887041e-03       1.102005269470e-14       1.555773553536e-14       2.733601238807e-14       1.031757931869e-09       7.695819253063e-09       1.772108989808e-28       5.237682608569e-10 
  251       1.186724623088e-02      -1.133771456398e-25       9.329729168067e-03       1.085000326622e-14       1.531929082260e-14       2.692895702356e-14       1.024885274590e-09       7.653595963395e-09       3.357891304382e-28       5.201883141140e-10 
  252       1.189736901817e-02      -1.607906829011e-25       9.337497344438e-03       1.068287084315e-14       1.508492030676e-14       2.652855284334e-14       1.017956443609e-09       7.610950869989e-09       4.762138197188e-28       5.166803442260e-10 
  253       1.192622210814e-02      -2.022456410235e-25       9.345694698911e-03       1.051864996792e-14       1.485461684920e-14       2.613479350310e-14       1.010975900825e-09       7.567904339266e-09       5.989909831561e-28       5.132443198060e-10 
  254       1.195381799979e-02      -2.379220562115e-25       9.354334463896e-03       1.035733201261e-14       1.462836888795e-14       2.574766544044e-14       1.003948208764e-09       7.524477135683e-09       7.046538340376e-28       5.098801306464e-10 
  255       1.198017012534e-02      -2.680092508624e-25       9.363429818758e-03       1.019890513536e-14       1.440616037685e-14       2.536714777469e-14       9.968780312946e-10       7.480690423829e-09       7.937630885715e-28       5.065875866112e-10 
  256       1.200529286046e-02      -2.927059368744e-25       9.372993887115e-03       1.004335423687e-14       1.418797072469e-14       2.499321220663e-14       9.897701343301e-10       7.436565770509e-09       8.669072718538e-28       5.033664165286e-10 
  257       1.202920153459e-02      -3.122203189545e-25       9.383039734142e-03       9.890660916729e-15       1.397377473429e-14       2.462582291832e-14       9.826293865419e-10       7.392125146834e-09       9.247030238348e-28       5.002162670832e-10 
  258       1.205191244121e-02      -3.267701979258e-25       9.393580363864e-03       9.740803429880e-15       1.376354254167e-14       2.426493647284e-14       9.754607600668e-10       7.347390930315e-09       9.677954052861e-28       4.971367017084e-10 
  259       1.207344284814e-02      -3.365830740360e-25       9.404628716461e-03       9.593756643036e-15       1.355723955513e-14       2.391050171407e-14       9.682693312157e-10       7.302385906946e-09       9.968582037676e-28       4.941271994791e-10 
  260       1.209381100781e-02      -3.418962502648e-25       9.416197665567e-03       9.449491991096e-15       1.335482639438e-14       2.356245966646e-14       9.610602811828e-10       7.257133273298e-09       1.012594239594e-27       4.911871540036e-10 
  261       1.211303616759e-02      -3.429569356318e-25       9.428300015567e-03       9.307977433563e-15       1.315625882969e-14       2.322074343484e-14       9.538388967546e-10       7.211656638606e-09       1.015735671803e-27       4.883158723166e-10 
  262       1.213113858001e-02      -3.400223485046e-25       9.440948498900e-03       9.169177410966e-15       1.296148772095e-14       2.288527810415e-14       9.466105710181e-10       7.165980026861e-09       1.007044304120e-27       4.855125737709e-10 
  263       1.214813951312e-02      -3.333598199063e-25       9.454155773357e-03       9.033052801281e-15       1.277045895685e-14       2.255598063924e-14       9.393808040704e-10       7.120127878896e-09       9.873118909258e-28       4.827763889304e-10 
  264       1.216406126071e-02      -3.232468968236e-25       9.467934419380e-03       8.899560876345e-15       1.258311339399e-14       2.223275978463e-14       9.321552037272e-10       7.074125054477e-09       9.573604432246e-28       4.801063584622e-10 
  265       1.217892715268e-02      -3.099714455144e-25       9.482296937365e-03       8.768655258285e-15       1.239938679596e-14       2.191551596430e-14       9.249394862317e-10       7.027996834392e-09       9.180425346096e-28       4.775014320292e-10 
  266       1.219276156523e-02      -2.938317548159e-25       9.497255744958e-03       8.640285875929e-15       1.221920977251e-14       2.160414118148e-14       9.177394769635e-10       6.981768922543e-09       8.702416072304e-28       4.749604671821e-10 
  267       1.220558993122e-02      -2.751366394523e-25       9.512823174357e-03       8.514398921230e-15       1.204250771864e-14       2.129851891836e-14       9.105611111472e-10       6.935467448030e-09       8.148722777595e-28       4.724822282524e-10 
  268       1.221743875044e-02      -2.542055433425e-25       9.529011469612e-03       8.390936805687e-15       1.186920075373e-14       2.099852403595e-14       9.034104345619e-10       6.889118967246e-09       7.528806433595e-28       4.700653852442e-10 
  269       1.222833559988e-02      -2.313686429083e-25       9.545832783921e-03       8.269838116761e-15       1.169920366067e-14       2.070402267380e-14       8.962936042492e-10       6.842750465962e-09       6.852445876497e-28       4.677085127270e-10 
  270       1.223830914404e-02      -2.069669503818e-25       9.563299176937e-03       8.151037574297e-15       1.153242582496e-14       2.041487214978e-14       8.892168892229e-10       6.796389361421e-09       6.129740866732e-28       4.654100887279e-10 
  271       1.224738914521e-02      -1.813524171138e-25       9.581422612059e-03       8.034465986944e-15       1.136877117384e-14       2.013092085986e-14       8.821866711772e-10       6.750063504421e-09       5.371115148636e-28       4.631684936242e-10 
  272       1.225560647374e-02      -1.548880368809e-25       9.600214953739e-03       7.920050208574e-15       1.120813811543e-14       1.985200817792e-14       8.752094451959e-10       6.703801181410e-09       4.587319510120e-28       4.609820090355e-10 
  273       1.226299311837e-02      -1.279479491940e-25       9.619687964779e-03       7.807713094703e-15       1.105041947782e-14       1.957796435546e-14       8.682918204612e-10       6.657631116574e-09       3.789434842336e-28       4.588488167163e-10 
  274       1.226958219647e-02      -1.009175426058e-25       9.639853303628e-03       7.697373458907e-15       1.089550244821e-14       1.930861042144e-14       8.614405209626e-10       6.611582473924e-09       2.988875199349e-28       4.567669974485e-10 
  275       1.227540796437e-02      -7.419355801886e-26       9.660722521688e-03       7.588946029248e-15       1.074326851201e-14       1.904375808198e-14       8.546623862055e-10       6.565684859390e-09       2.197390857803e-28       4.547345299335e-10 
  276       1.228050582760e-02      -4.818419199309e-26       9.682307060607e-03       7.482341404688e-15       1.059359339200e-14       1.878320962023e-14       8.479643719206e-10       6.519968322904e-09       1.427071376592e-28       4.527492896848e-10 
  277       1.228491235123e-02      -2.330920005392e-26       9.704618249584e-03       7.377466011512e-15       1.044634698741e-14       1.852675779606e-14       8.413535507720e-10       6.474463360495e-09       6.903486565257e-29       4.508090479204e-10 
  278       1.228866527012e-02       0.000000000000e+00       9.727667302665e-03       7.274222059747e-15       1.030139331305e-14       1.827418574588e-14       8.348371130668e-10       6.429200916377e-09       0.000000000000e+00       4.489114704552e-10 
  279       1.229180160327e-02       2.138232789964e-26       9.751461505515e-03       7.172525257002e-15       1.015861509273e-14       1.802530663669e-14       8.284212093101e-10       6.384209015377e-09      -6.332804774407e-29       4.470544353796e-10 
  280       1.229435186748e-02       4.079795535199e-26       9.775992562595e-03       7.072359055498e-15       1.001798907509e-14       1.778008510854e-14       8.221074100362e-10       6.339502462814e-09      -1.208313181109e-28       4.452370065929e-10 
  281       1.229634558392e-02       5.829018989216e-26       9.801247641003e-03       6.973723130608e-15       9.879514501129e-15       1.753852192859e-14       8.158960639471e-10       6.295092615055e-09      -1.726380750416e-28       4.434585085495e-10 
  282       1.229781315447e-02       7.390456538281e-26       9.827213118118e-03       6.876615860351e-15       9.743188778577e-15       1.730061476457e-14       8.097874384799e-10       6.250990698035e-09      -2.188831761928e-28       4.417182114009e-10 
  283       1.229878586907e-02       8.768886482482e-26       9.853874573040e-03       6.781034309095e-15       9.609007458816e-15       1.706635814561e-14       8.037817187366e-10       6.207207804174e-09      -2.597081404941e-28       4.400153303779e-10 
  284       1.229929591310e-02       9.969314316788e-26       9.881216778040e-03       6.686974211249e-15       9.476964213905e-15       1.683574342311e-14       7.978790064144e-10       6.163754889285e-09      -2.952612157070e-28       4.383490251719e-10 
  285       1.229937637476e-02       1.099697501211e-25       9.909223690008e-03       6.594429954963e-15       9.347050813564e-15       1.660875873157e-14       7.920793187352e-10       6.120642769491e-09      -3.256974459825e-28       4.367183993182e-10 
  286       1.229906125243e-02       1.185733529636e-25       9.937878441896e-03       6.503394565823e-15       9.219257102166e-15       1.638538894939e-14       7.863825873752e-10       6.077882118139e-09      -3.511787394197e-28       4.351224995768e-10 
  287       1.229838546207e-02       1.255609593552e-25       9.967163334164e-03       6.413859690550e-15       9.093570975731e-15       1.616561565978e-14       7.807886573951e-10       6.035483462709e-09      -3.718739356238e-28       4.335603153157e-10 
  288       1.229738484459e-02       1.309919401469e-25       9.997059826230e-03       6.325815580693e-15       8.969978358914e-15       1.594941711156e-14       7.752972861699e-10       5.993457181730e-09      -3.879588732644e-28       4.320307778920e-10 
  289       1.229609617319e-02       1.349280521916e-25       1.002754852792e-02       6.239251076332e-15       8.848463182001e-15       1.573676818001e-14       7.699081423186e-10       5.951813501693e-09      -3.996164576333e-28       4.305327600346e-10 
  290       1.229455716080e-02       1.374334611548e-25       1.005860919089e-02       6.154153589768e-15       8.729007357901e-15       1.552764032770e-14       7.646208046337e-10       5.910562493966e-09      -4.070367282035e-28       4.290650752259e-10 
  291       1.229280646737e-02       1.385747643248e-25       1.009022070011e-02       6.070509089225e-15       8.611590759135e-15       1.532200156536e-14       7.594347610118e-10       5.869714071703e-09      -4.104169261866e-28       4.276264770842e-10 
  292       1.229088370736e-02       1.384210134238e-25       1.012236106530e-02       5.988302082545e-15       8.496191194830e-15       1.511981641269e-14       7.543494073827e-10       5.829277986760e-09      -4.099615620913e-28       4.262156587457e-10 
  293       1.228882945698e-02       1.370437374183e-25       1.015500741233e-02       5.907515600886e-15       8.382784387710e-15       1.492104585922e-14       7.493640466395e-10       5.789263826609e-09      -4.058824832818e-28       4.248312522463e-10 
  294       1.228668526169e-02       1.345169653296e-25       1.018813597475e-02       5.828131182417e-15       8.271343951090e-15       1.472564732517e-14       7.444778875686e-10       5.749681011251e-09      -3.983989415356e-28       4.234718279043e-10 
  295       1.228449364350e-02       1.309172490447e-25       1.022172208515e-02       5.750128856016e-15       8.161841365866e-15       1.453357462222e-14       7.396900437792e-10       5.710538790126e-09      -3.877376606019e-28       4.221358937017e-10 
  296       1.228229810835e-02       1.263236861267e-25       1.025574016669e-02       5.673487124967e-15       8.054245957508e-15       1.434477791445e-14       7.349995326333e-10       5.671846239030e-09      -3.741329037599e-28       4.208218946669e-10 
  297       1.228014315353e-02       1.208179426252e-25       1.029016372446e-02       5.598182950657e-15       7.948524873050e-15       1.415920367910e-14       7.304052741755e-10       5.633612257028e-09      -3.578265413766e-28       4.195282122566e-10 
  298       1.227807427502e-02       1.144842758874e-25       1.032496533700e-02       5.524191736273e-15       7.844643058087e-15       1.397679466745e-14       7.259060900626e-10       5.595845563364e-09      -3.390681184657e-28       4.182531637379e-10 
  299       1.227613797485e-02       1.074095573686e-25       1.036011664771e-02       5.451487310498e-15       7.742563233762e-15       1.379748986568e-14       7.215007024940e-10       5.558554694378e-09      -3.181149222448e-28       4.169950015703e-10 
  300       1.227438176853e-02       9.968329544226e-26       1.039558835629e-02       5.380041911208e-15       7.642245873757e-15       1.362122445564e-14       7.171877331408e-10       5.521748000417e-09      -2.952320496947e-28       4.157519127877e-10 
  301       1.227285419236e-02       9.139765821140e-26       1.043135021022e-02       5.309826169171e-15       7.543649181293e-15       1.344792977578e-14       7.129657020761e-10       5.485433642751e-09      -2.706924751166e-28       4.145220183809e-10 
  302       1.227160481087e-02       8.264749631866e-26       1.046737099618e-02       5.240809091742e-15       7.446729066114e-15       1.327753328192e-14       7.088330267049e-10       5.449619590480e-09      -2.447771176910e-28       4.133033726792e-10 
  303       1.227068422416e-02       7.353036575716e-26       1.050361853148e-02       5.172958046560e-15       7.351439121480e-15       1.310995850815e-14       7.047880206933e-10       5.414313617456e-09      -2.177749090354e-28       4.120939627328e-10 
  304       1.227014407524e-02       6.414655068101e-26       1.054005965555e-02       5.106238745244e-15       7.257730601165e-15       1.294512502761e-14       7.008288928990e-10       5.379523299189e-09      -1.899828607630e-28       4.108917076948e-10 
  305       1.227003705751e-02       5.459908621595e-26       1.057666022138e-02       5.040615227092e-15       7.165552396441e-15       1.278294841338e-14       6.969537463008e-10       5.345256009764e-09      -1.617061320403e-28       4.096944582033e-10 
  306       1.227041692201e-02       4.499378126998e-26       1.061338508691e-02       4.976049842779e-15       7.074851013075e-15       1.262334019932e-14       6.931605769285e-10       5.311518918753e-09      -1.332580971457e-28       4.084999957633e-10 
  307       1.227133848489e-02       3.543924134394e-26       1.065019810655e-02       4.912503238049e-15       6.985570548322e-15       1.246620784086e-14       6.894472727926e-10       5.278318988129e-09      -1.049604130279e-28       4.073060321290e-10 
  308       1.227285763474e-02       2.604689134214e-26       1.068706212258e-02       4.849934337415e-15       6.897652667912e-15       1.231145467592e-14       6.858116128144e-10       5.245662969178e-09      -7.714308686324e-29       4.061102086861e-10 
  309       1.227503133998e-02       1.693099838296e-26       1.072393895662e-02       4.788300327859e-15       6.811036583046e-15       1.215897988567e-14       6.822512657554e-10       5.213557399414e-09      -5.014454361488e-29       4.049100958334e-10 
  310       1.227791765624e-02       8.208694609459e-27       1.076078940105e-02       4.727556642521e-15       6.725659027386e-15       1.200867845544e-14       6.787637891476e-10       5.182008599490e-09      -2.431169359035e-29       4.037031923649e-10 
  311       1.228157573370e-02       0.000000000000e+00       1.079757321051e-02       4.667656944405e-15       6.641454234049e-15       1.186044113553e-14       6.753466282229e-10       5.151022670113e-09       0.000000000000e+00       4.024869248525e-10 
  312       1.228605385427e-02      -7.594937671406e-27       1.083425353351e-02       4.608561483423e-15       6.558365815559e-15       1.171417417714e-14       6.719973793757e-10       5.120603713926e-09       2.249392946014e-29       4.012591024343e-10 
  313       1.229135291422e-02      -1.456533692652e-26       1.087081045246e-02       4.550262629564e-15       6.476383060132e-15       1.156985963263e-14       6.687145962565e-10       5.090748416295e-09       4.313816328236e-29       4.000193057718e-10 
  314       1.229746126156e-02      -2.092346843434e-26       1.090722805521e-02       4.492760492611e-15       6.395506274579e-15       1.142749777668e-14       6.654970189899e-10       5.061451207041e-09       6.196904351112e-29       3.987675613328e-10 
  315       1.230436650619e-02      -2.668216803389e-26       1.094349004836e-02       4.436054649605e-15       6.315735024834e-15       1.128708756867e-14       6.623433122724e-10       5.032706007558e-09       7.902458605522e-29       3.975038917373e-10 
  316       1.231205551259e-02      -3.185484191927e-26       1.097957975420e-02       4.380144138836e-15       6.237068127575e-15       1.114862663779e-14       6.592520646270e-10       5.004506225540e-09       9.434449604422e-29       3.962283156985e-10 
  317       1.232051439247e-02      -3.645547182467e-26       1.101548010759e-02       4.325027453826e-15       6.159503641839e-15       1.101211126818e-14       6.562217876584e-10       4.976844749719e-09       1.079701831850e-28       3.949408479652e-10 
  318       1.232972849747e-02      -4.049862020942e-26       1.105117365285e-02       4.270702537316e-15       6.083038860644e-15       1.087753638411e-14       6.532509153076e-10       4.949713944592e-09       1.199447771183e-28       3.936414992629e-10 
  319       1.233968241177e-02      -4.399943544299e-26       1.108664254067e-02       4.217166775251e-15       6.007670302602e-15       1.074489553509e-14       6.503378031069e-10       4.923105645158e-09       1.303131427749e-28       3.923302762359e-10 
  320       1.235035994481e-02      -4.697365699002e-26       1.112186852503e-02       4.164416990769e-15       5.933393703544e-15       1.061418088100e-14       6.474807274349e-10       4.897011151646e-09       1.391218957328e-28       3.910071813888e-10 
  321       1.236174412393e-02      -4.943762059539e-26       1.115683296008e-02       4.112449438184e-15       5.860204008134e-15       1.048538317726e-14       6.446778847711e-10       4.871421224248e-09       1.464194175729e-28       3.896722130282e-10 
  322       1.237381718705e-02      -5.140826346917e-26       1.119151679706e-02       4.061259796974e-15       5.788095361487e-15       1.035849175996e-14       6.419273909510e-10       4.846326077853e-09       1.522558712361e-28       3.883253652045e-10 
  323       1.238656057530e-02      -5.290312947174e-26       1.122590058119e-02       4.010843165765e-15       5.717061100791e-15       1.023349453101e-14       6.392272804209e-10       4.821715376778e-09       1.566832163795e-28       3.869666276535e-10 
  324       1.239995492576e-02      -5.394037429872e-26       1.125996444858e-02       3.961194056321e-15       5.647093746923e-15       1.011037794325e-14       6.365755054928e-10       4.797578229498e-09       1.597552247331e-28       3.855959857380e-10 
  325       1.241398006403e-02      -5.453877066610e-26       1.129368812312e-02       3.912306387526e-15       5.578184996067e-15       9.989126985627e-15       6.339699355993e-10       4.773903183382e-09       1.615274954559e-28       3.842134203896e-10 
  326       1.242861499697e-02      -5.471771349516e-26       1.132705091342e-02       3.864173479372e-15       5.510325711333e-15       9.869725168322e-15       6.314083565483e-10       4.750678219422e-09       1.620574704931e-28       3.828189080507e-10 
  327       1.244383790536e-02      -5.449722509761e-26       1.136003170965e-02       3.816788046947e-15       5.443505914378e-15       9.752154507889e-15       6.288884697784e-10       4.727890746966e-09       1.614044499317e-28       3.814124206155e-10 
  328       1.245962613653e-02      -5.389796036051e-26       1.139260898050e-02       3.770142194415e-15       5.377714777020e-15       9.636395512398e-15       6.264078916129e-10       4.705527598451e-09       1.596296073580e-28       3.799939253722e-10 
  329       1.247595619704e-02      -5.294121193137e-26       1.142476077006e-02       3.724227409011e-15       5.312940612857e-15       9.522427166578e-15       6.239641525156e-10       4.683575024135e-09       1.567960052131e-28       3.785633849448e-10 
  330       1.249280374536e-02      -5.164891540316e-26       1.145646469471e-02       3.679034555019e-15       5.249170868890e-15       9.410226916958e-15       6.215546963452e-10       4.662018686825e-09       1.529686101501e-28       3.771207572341e-10 
  331       1.251014358454e-02      -5.004365449933e-26       1.148769794004e-02       3.634553867762e-15       5.186392117137e-15       9.299770657005e-15       6.191768796100e-10       4.640843656618e-09       1.482143083904e-28       3.756659953603e-10 
  332       1.252794965485e-02      -4.814866625883e-26       1.151843725776e-02       3.590774947588e-15       5.124590046251e-15       9.191032712268e-15       6.168279707234e-10       4.620034405621e-09       1.426019210801e-28       3.741990476040e-10 
  333       1.254619502645e-02      -4.598784622117e-26       1.154865896259e-02       3.547686753856e-15       5.063749453143e-15       9.083985825521e-15       6.145051492582e-10       4.599574802696e-09       1.362022196466e-28       3.727198573482e-10 
  334       1.256485189210e-02      -4.358575361139e-26       1.157833892913e-02       3.505277598922e-15       5.003854234594e-15       8.978601141898e-15       6.122055052016e-10       4.579448108182e-09       1.290879411549e-28       3.712283630199e-10 
  335       1.258389155977e-02      -4.096761652516e-26       1.160745258885e-02       3.463535142124e-15       4.944887378881e-15       8.874848194042e-15       6.099260382105e-10       4.559636968632e-09       1.213338036646e-28       3.697244980319e-10 
  336       1.260328444534e-02      -3.815933711374e-26       1.163597492689e-02       3.422446383769e-15       4.886830957388e-15       8.772694887238e-15       6.076636568656e-10       4.540123411544e-09       1.130165215857e-28       3.682081907242e-10 
  337       1.262300006524e-02      -3.518749676908e-26       1.166388047905e-02       3.381997659120e-15       4.829666116228e-15       8.672107484561e-15       6.054151779272e-10       4.520888840092e-09       1.042148210357e-28       3.666793643062e-10 
  338       1.264300702916e-02      -3.207936130875e-26       1.169114332862e-02       3.342174632380e-15       4.773373067864e-15       8.573050592016e-15       6.031773255894e-10       4.501914027861e-09       9.500945519570e-29       3.651379367979e-10 
  339       1.266327303266e-02      -2.886288616108e-26       1.171773710334e-02       3.302962290682e-15       4.717931082720e-15       8.475487143673e-15       6.009467307350e-10       4.483179113576e-09       8.548321966720e-29       3.635838209718e-10 
  340       1.268376484989e-02      -2.556672155009e-26       1.174363497227e-02       3.264344938068e-15       4.663318480807e-15       8.379378386819e-15       5.987199301909e-10       4.464663595836e-09       7.572096782834e-29       3.620169242947e-10 
  341       1.270444832621e-02      -2.222021768057e-26       1.176880964270e-02       3.226306189485e-15       4.609512623338e-15       8.284683867088e-15       5.964933659825e-10       4.446346327843e-09       6.580962619055e-29       3.604371488692e-10 
  342       1.272528837090e-02      -1.885342992311e-26       1.179323335707e-02       3.188828964761e-15       4.556489904346e-15       8.191361413610e-15       5.942633845888e-10       4.428205512141e-09       5.583820975501e-29       3.588443913753e-10 
  343       1.274624894978e-02      -1.549712399910e-26       1.181687788983e-02       3.151895482600e-15       4.504225742304e-15       8.099367124150e-15       5.920262361971e-10       4.410218695340e-09       4.589783736912e-29       3.572385430125e-10 
  344       1.276729307792e-02      -1.218278116577e-26       1.183971454438e-02       3.115487254560e-15       4.452694571741e-15       8.008655350247e-15       5.897780739580e-10       4.392362762853e-09       3.608174708305e-29       3.556194894411e-10 
  345       1.278838281229e-02      -8.942603401230e-27       1.186171414998e-02       3.079585079045e-15       4.401869834864e-15       7.919178682358e-15       5.875149532404e-10       4.374613933627e-09       2.648531150619e-29       3.539871107242e-10 
  346       1.280947924440e-02      -5.809518589480e-27       1.188284705862e-02       3.044169035291e-15       4.351723973172e-15       7.830887934998e-15       5.852328308861e-10       4.356947754873e-09       1.720605316369e-29       3.523412812689e-10 
  347       1.283054249300e-02      -2.817185705444e-27       1.190308314193e-02       3.009218477347e-15       4.302228419080e-15       7.743732131881e-15       5.829275644650e-10       4.339339096802e-09       8.343659852926e-30       3.506818697688e-10 
  348       1.285153169676e-02       0.000000000000e+00       1.192239178809e-02       2.974712028066e-15       4.253353587530e-15       7.657658491063e-15       5.805949115298e-10       4.321762147356e-09       0.000000000000e+00       3.490087391448e-10 
  349       1.287241079637e-02       2.613495402528e-27       1.194074893742e-02       2.940631351400e-15       4.205074119921e-15       7.572621772887e-15       5.782314261712e-10       4.304195100988e-09      -7.740390214157e-30       3.473218731229e-10 
  350       1.289316616119e-02       5.020687366752e-27       1.195815851788e-02       2.906972654527e-15       4.157384873432e-15       7.488612782786e-15       5.758371913127e-10       4.286634450761e-09      -1.486977146558e-29       3.456217618872e-10 
  351       1.291378968044e-02       7.225638711910e-27       1.197463189389e-02       2.873735651715e-15       4.110285579432e-15       7.405631023315e-15       5.734131984487e-10       4.269081279593e-09      -2.140017660739e-29       3.439090323318e-10 
  352       1.293427303812e-02       9.232571164171e-27       1.199018091175e-02       2.840919826829e-15       4.063775647903e-15       7.323675432532e-15       5.709604607214e-10       4.251536619114e-09      -2.734410912738e-29       3.421843229362e-10 
  353       1.295460771138e-02       1.104586664913e-26       1.200481790349e-02       2.808524431027e-15       4.017854164212e-15       7.242744378339e-15       5.684800130567e-10       4.234001449015e-09      -3.271454697610e-29       3.404482838315e-10 
  354       1.297478496885e-02       1.267006858433e-26       1.201855569071e-02       2.776548480460e-15       3.972519885892e-15       7.162835652820e-15       5.659729123008e-10       4.216476696387e-09      -3.752494639477e-29       3.387015768668e-10 
  355       1.299479586903e-02       1.410988317175e-26       1.203140758834e-02       2.744990753969e-15       3.927771239417e-15       7.083946466580e-15       5.634402373563e-10       4.198963235068e-09      -4.178924574339e-29       3.369448756748e-10 
  356       1.301463125861e-02       1.537018069029e-26       1.204338740850e-02       2.713849790782e-15       3.883606316985e-15       7.006073443085e-15       5.608830893188e-10       4.181461884983e-09      -4.552186932867e-29       3.351788657382e-10 
  357       1.303428177084e-02       1.645599678835e-26       1.205450946431e-02       2.683123888214e-15       3.840022873294e-15       6.929212612999e-15       5.583025916134e-10       4.163973411492e-09      -4.873773123208e-29       3.334042444558e-10 
  358       1.305373782387e-02       1.737253377623e-26       1.206478857370e-02       2.652811099363e-15       3.797018322319e-15       6.853359408529e-15       5.556998901308e-10       4.146498524728e-09      -5.145223913787e-29       3.316217212085e-10 
  359       1.307298961913e-02       1.812516191871e-26       1.207424006323e-02       2.622909230809e-15       3.754589734091e-15       6.778508657757e-15       5.530761533640e-10       4.129037878947e-09      -5.368129816103e-29       3.298320174256e-10 
  360       1.309202713966e-02       1.871942072755e-26       1.208287977189e-02       2.593415840313e-15       3.712733831478e-15       6.704654578983e-15       5.504325725442e-10       4.111592071864e-09      -5.544131467537e-29       3.280358666505e-10 
  361       1.311084014848e-02       1.916102025394e-26       1.209072405497e-02       2.564328234511e-15       3.671446986959e-15       6.631790775065e-15       5.477703617778e-10       4.094161644003e-09      -5.674920014145e-29       3.262340146071e-10 
  362       1.312941818694e-02       1.945584238106e-26       1.209778978782e-02       2.535643466615e-15       3.630725219405e-15       6.559910227756e-15       5.450907581824e-10       4.076747078038e-09      -5.762237493467e-29       3.244272192661e-10 
  363       1.314775057304e-02       1.960994211656e-26       1.210409436969e-02       2.507358334114e-15       3.590564190856e-15       6.489005292043e-15       5.423950220233e-10       4.059348798136e-09      -5.807877217323e-29       3.226162509105e-10 
  364       1.316582639986e-02       1.962954888508e-26       1.210965572755e-02       2.479469376464e-15       3.550959203300e-15       6.419067690489e-15       5.396844368497e-10       4.041967169301e-09      -5.813684154614e-29       3.208018922022e-10 
  365       1.318363453384e-02       1.952106782071e-26       1.211449231991e-02       2.451972872792e-15       3.511905195452e-15       6.350088507570e-15       5.369603096316e-10       4.024602496717e-09      -5.781555314126e-29       3.189849382480e-10 
  366       1.320116361316e-02       1.929108105956e-26       1.211862314062e-02       2.424864839592e-15       3.473396739529e-15       6.282058184014e-15       5.342239708954e-10       4.007255025094e-09      -5.713440127328e-29       3.171661966654e-10 
  367       1.321840204610e-02       1.894634903222e-26       1.212206772272e-02       2.398141028423e-15       3.435428038033e-15       6.214966511142e-15       5.314767748610e-10       3.989924938008e-09      -5.611340831175e-29       3.153464876491e-10 
  368       1.323533800941e-02       1.849381175626e-26       1.212484614221e-02       2.371796923609e-15       3.397992920526e-15       6.148802625206e-15       5.287200995780e-10       3.972612357248e-09      -5.477312850909e-29       3.135266440369e-10 
  369       1.325195944661e-02       1.794059012877e-26       1.212697902191e-02       2.345827739932e-15       3.361084840409e-15       6.083555001727e-15       5.259553470617e-10       3.955317342154e-09      -5.313465182857e-29       3.117075113760e-10 
  370       1.326825406641e-02       1.729398721883e-26       1.212848753526e-02       2.320228420334e-15       3.324696871700e-15       6.019211449836e-15       5.231839434300e-10       3.938039888968e-09      -5.121960777236e-29       3.098899479885e-10 
  371       1.328420934101e-02       1.656148956003e-26       1.212939341014e-02       2.294993633614e-15       3.288821705813e-15       5.955759106615e-15       5.204073390396e-10       3.920779930172e-09      -4.905016920953e-29       3.080748250384e-10 
  372       1.329981250448e-02       1.575076844298e-26       1.212971893268e-02       2.270117772127e-15       3.253451648336e-15       5.893184431430e-15       5.176270086221e-10       3.903537333834e-09      -4.664905620403e-29       3.062630265969e-10 
  373       1.331505055112e-02       1.486968120780e-26       1.212948695109e-02       2.245594949478e-15       3.218578615808e-15       5.831473200277e-15       5.148444514210e-10       3.886311902950e-09      -4.403953984274e-29       3.044554497090e-10 
  374       1.332991023379e-02       1.392627253662e-26       1.212872087947e-02       2.221418998225e-15       3.184194132501e-15       5.770610500117e-15       5.120611913274e-10       3.869103374788e-09      -4.124544606346e-29       3.026530044593e-10 
  375       1.334437806229e-02       1.292877574610e-26       1.212744470162e-02       2.197583467574e-15       3.150289327193e-15       5.710580723219e-15       5.092787770170e-10       3.851911420234e-09      -3.829115948293e-29       3.008566140383e-10 
