# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 1200, i.e. number of multipoles equal to 1199
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for galaxy lensing (lens[i]), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:dens[1]-dens[1]        3:dens[1]-dens[2]        4:dens[2]-dens[2]        5:lens[1]-lens[1]        6:lens[1]-lens[2]        7:lens[2]-lens[2]        8:dens[1]-lens[1]        9:dens[1]-lens[2]       10:dens[2]-lens[1]       11:dens[2]-lens[2]    
  871       1.390980027658e-02      -4.118438572562e-33       1.387202628695e-02       6.171467557722e-17       9.222261173790e-17       1.799516402616e-16       9.633889364627e-11       7.432675616729e-10       1.219758090786e-35       6.385314567878e-11 
  872       1.390821321298e-02      -4.082650760985e-33       1.387137795097e-02       6.139745560766e-17       9.175727619767e-17       1.790689291399e-16       9.610589689357e-11       7.414786135922e-10       1.209158813426e-35       6.369538483424e-11 
  873       1.390663216154e-02      -4.021767632012e-33       1.387065735129e-02       6.108217572119e-17       9.129475994715e-17       1.781914829519e-16       9.587372723113e-11       7.396962088889e-10       1.191127055066e-35       6.353813506072e-11 
  874       1.390505715203e-02      -3.937431562687e-33       1.386986679820e-02       6.076882352116e-17       9.083504507721e-17       1.773192685548e-16       9.564238118011e-11       7.379203202518e-10       1.166149238573e-35       6.338140987248e-11 
  875       1.390348821108e-02      -3.831301141285e-33       1.386900862356e-02       6.045738634737e-17       9.037811329552e-17       1.764522520899e-16       9.541185513723e-11       7.361509193994e-10       1.134716588091e-35       6.322522284735e-11 
  876       1.390192536224e-02      -3.705051214751e-33       1.386808518090e-02       6.014785127511e-17       8.992394592525e-17       1.755903989793e-16       9.518214537429e-11       7.343879770755e-10       1.097325143096e-35       6.306958762689e-11 
  877       1.390036862584e-02      -3.560372936132e-33       1.386709884544e-02       5.984020511428e-17       8.947252390363e-17       1.747336739236e-16       9.495324803771e-11       7.326314630456e-10       1.054475772443e-35       6.291451791645e-11 
  878       1.389881801911e-02      -3.398973812017e-33       1.386605201418e-02       5.953443440842e-17       8.902382778071e-17       1.738820408995e-16       9.472515914806e-11       7.308813460937e-10       1.006674188417e-35       6.276002748531e-11 
  879       1.389727355606e-02      -3.222577749976e-33       1.386494710595e-02       5.923052543382e-17       8.857783771791e-17       1.730354631572e-16       9.449787459957e-11       7.291375940180e-10       9.544309607792e-36       6.260613016674e-11 
  880       1.389573524753e-02      -3.032925105989e-33       1.386378656147e-02       5.892846419856e-17       8.813453348673e-17       1.721939032179e-16       9.427139015966e-11       7.274001736276e-10       8.982615308203e-36       6.245283985815e-11 
  881       1.389420310114e-02      -2.831772731891e-33       1.386257284340e-02       5.862823644162e-17       8.769389446739e-17       1.713573228710e-16       9.404570146846e-11       7.256690507385e-10       8.386862254069e-36       6.230017052118e-11 
  882       1.389267712128e-02      -2.620894022803e-33       1.386130843643e-02       5.832982763189e-17       8.725589964744e-17       1.705256831720e-16       9.382080403836e-11       7.239441901702e-10       7.762302710318e-36       6.214813618177e-11 
  883       1.389115730914e-02      -2.402078964572e-33       1.385999584731e-02       5.803322296732e-17       8.682052762049e-17       1.696989444398e-16       9.359669325350e-11       7.222255557416e-10       7.114238078635e-36       6.199675093032e-11 
  884       1.388964366261e-02      -2.177134181204e-33       1.385863760490e-02       5.773840737394e-17       8.638775658477e-17       1.688770662539e-16       9.337336436931e-11       7.205131102680e-10       6.448019037949e-36       6.184602892174e-11 
  885       1.388813617636e-02      -1.947882982304e-33       1.385723626027e-02       5.744536550495e-17       8.595756434184e-17       1.680600074522e-16       9.315081251204e-11       7.188068155565e-10       5.769045684934e-36       6.169598437558e-11 
  886       1.388663484176e-02      -1.716165410513e-33       1.385579438673e-02       5.715408173978e-17       8.552992829523e-17       1.672477261286e-16       9.292903267830e-11       7.171066324029e-10       5.082767674494e-36       6.154663157615e-11 
  887       1.388513964688e-02      -1.483838288941e-33       1.385431457992e-02       5.686454018318e-17       8.510482544905e-17       1.664401796300e-16       9.270801973453e-11       7.154125205880e-10       4.394684360262e-36       6.139798487259e-11 
  888       1.388365057649e-02      -1.252775268605e-33       1.385279945781e-02       5.657672466429e-17       8.468223240672e-17       1.656373245540e-16       9.248776841659e-11       7.137244388736e-10       3.710344935089e-36       6.125005867898e-11 
  889       1.388216761204e-02      -1.024866875870e-33       1.385125166082e-02       5.629061873569e-17       8.426212536952e-17       1.648391167466e-16       9.226827332925e-11       7.120423449988e-10       3.035348571542e-36       6.110286747447e-11 
  890       1.388069073163e-02      -8.020205598775e-34       1.384967385188e-02       5.600620567251e-17       8.384448013532e-17       1.640455112992e-16       9.204952894572e-11       7.103661956769e-10       2.375344562390e-36       6.095642580335e-11 
  891       1.387921991003e-02      -5.861607399898e-34       1.384806871642e-02       5.572346847147e-17       8.342927209720e-17       1.632564625466e-16       9.183152960718e-11       7.086959465907e-10       1.736032461106e-36       6.081074827518e-11 
  892       1.387775511863e-02      -3.792288532222e-34       1.384643896252e-02       5.544238984998e-17       8.301647624209e-17       1.624719240640e-16       9.161426952228e-11       7.070315523898e-10       1.123162222351e-36       6.066584956489e-11 
  893       1.387629632543e-02      -1.831834016810e-34       1.384478732091e-02       5.516295224516e-17       8.260606714944e-17       1.616918486647e-16       9.139774276673e-11       7.053729666862e-10       5.425343424733e-37       6.052174441284e-11 
  894       1.387484349505e-02       0.000000000000e+00       1.384311654504e-02       5.488513781299e-17       8.219801898986e-17       1.609161883976e-16       9.118194328274e-11       7.037201420508e-10       0.000000000000e+00       6.037844762499e-11 
  895       1.387339654068e-02       1.687305211645e-34       1.384142920902e-02       5.460893047747e-17       8.179230849937e-17       1.601449000982e-16       9.096686558398e-11       7.020730344780e-10      -4.997292413784e-37       6.023597069247e-11 
  896       1.387195517911e-02       3.230150851119e-34       1.383972709758e-02       5.433432211678e-17       8.138892395816e-17       1.593779621463e-16       9.075250688377e-11       7.004316168646e-10      -9.566738864000e-37       6.009431158972e-11 
  897       1.387051907333e-02       4.632650916845e-34       1.383801180627e-02       5.406130647620e-17       8.098785635562e-17       1.586153579765e-16       9.053886500061e-11       6.987958657435e-10      -1.372052378116e-36       5.995346481013e-11 
  898       1.386908788026e-02       5.898962794268e-34       1.383628494272e-02       5.378987712650e-17       8.058909642711e-17       1.578570705481e-16       9.032593765567e-11       6.971657568321e-10      -1.747096009515e-36       5.981342473108e-11 
  899       1.386766125080e-02       7.033287382961e-34       1.383454812667e-02       5.352002746333e-17       8.019263465305e-17       1.571030823429e-16       9.011372247232e-11       6.955412650295e-10      -2.083048961164e-36       5.967418561351e-11 
  900       1.386623882972e-02       8.039869223731e-34       1.383280299000e-02       5.325175070660e-17       7.979846125803e-17       1.563533753638e-16       8.990221697585e-11       6.939223644134e-10      -2.381168338856e-36       5.953574160153e-11 
  901       1.386482025573e-02       8.922996625726e-34       1.383105117678e-02       5.298503989981e-17       7.940656620989e-17       1.556079311331e-16       8.969141859303e-11       6.923090282372e-10      -2.642724211258e-36       5.939808672204e-11 
  902       1.386340516139e-02       9.687001793537e-34       1.382929434326e-02       5.271988790952e-17       7.901693921881e-17       1.548667306907e-16       8.948132465180e-11       6.907012289268e-10      -2.868999647548e-36       5.926121488427e-11 
  903       1.386199317313e-02       1.033626095431e-33       1.382753415793e-02       5.245628742463e-17       7.862956973644e-17       1.541297545924e-16       8.927193238086e-11       6.890989380778e-10      -3.061290755067e-36       5.912511987944e-11 
  904       1.386058391119e-02       1.087519448485e-33       1.382577230155e-02       5.219423095583e-17       7.824444695495e-17       1.533969829085e-16       8.906323890930e-11       6.875021264520e-10      -3.220906716963e-36       5.898979538033e-11 
  905       1.385917698963e-02       1.130826703872e-33       1.382401046715e-02       5.193371083495e-17       7.786155980615e-17       1.526683952214e-16       8.885524126628e-11       6.859107639749e-10      -3.349169829833e-36       5.885523494085e-11 
  906       1.385777201632e-02       1.163998767335e-33       1.382225036011e-02       5.167471921436e-17       7.748089696057e-17       1.519439706248e-16       8.864793638058e-11       6.843248197325e-10      -3.447415541369e-36       5.872143199571e-11 
  907       1.385636859286e-02       1.187490997718e-33       1.382049369813e-02       5.141724806631e-17       7.710244682659e-17       1.512236877213e-16       8.844132108031e-11       6.827442619681e-10      -3.516992488007e-36       5.858837985993e-11 
  908       1.385496631461e-02       1.201763219668e-33       1.381874221131e-02       5.116128918235e-17       7.672619754949e-17       1.505075246209e-16       8.823539209250e-11       6.811690580793e-10      -3.559262532565e-36       5.845607172852e-11 
  909       1.385356477067e-02       1.207279736354e-33       1.381699764215e-02       5.090683417270e-17       7.635213701057e-17       1.497954589396e-16       8.803014604273e-11       6.795991746153e-10      -3.575600801893e-36       5.832450067601e-11 
  910       1.385216354382e-02       1.204509342175e-33       1.381526174560e-02       5.065387446559e-17       7.598025282625e-17       1.490874677972e-16       8.782557945475e-11       6.780345772734e-10      -3.567395724520e-36       5.819365965610e-11 
  911       1.385076221053e-02       1.193925335468e-33       1.381353628906e-02       5.040240130672e-17       7.561053234714e-17       1.483835278161e-16       8.762168875018e-11       6.764752308963e-10      -3.536049068290e-36       5.806354150123e-11 
  912       1.384936034092e-02       1.176005531222e-33       1.381182305244e-02       5.015240575854e-17       7.524296265716e-17       1.476836151192e-16       8.741847024802e-11       6.749210994689e-10      -3.482975978017e-36       5.793413892215e-11 
  913       1.384795749876e-02       1.151232273787e-33       1.381012382819e-02       4.990387869972e-17       7.487753057263e-17       1.469877053284e-16       8.721592016441e-11       6.733721461154e-10      -3.409605013126e-36       5.780544450761e-11 
  914       1.384655324143e-02       1.120092449585e-33       1.380844042128e-02       4.965681082446e-17       7.451422264136e-17       1.462957735628e-16       8.701403461217e-11       6.718283330962e-10      -3.317378185295e-36       5.767745072384e-11 
  915       1.384514711990e-02       1.083077499819e-33       1.380677464932e-02       4.941119264193e-17       7.415302514173e-17       1.456077944373e-16       8.681280960046e-11       6.702896218047e-10      -3.207750996104e-36       5.755014991425e-11 
  916       1.384373867872e-02       1.040683433188e-33       1.380512834249e-02       4.916701447559e-17       7.379392408183e-17       1.449237420603e-16       8.661224103443e-11       6.687559727646e-10      -3.082192474681e-36       5.742353429895e-11 
  917       1.384232745597e-02       9.934108385928e-34       1.380350334363e-02       4.892426646262e-17       7.343690519850e-17       1.442435900327e-16       8.641232471480e-11       6.672273456267e-10      -2.942185215341e-36       5.729759597441e-11 
  918       1.384091298329e-02       9.417648978482e-34       1.380190150828e-02       4.868293855325e-17       7.308195395647e-17       1.435673114457e-16       8.621305633754e-11       6.657036991657e-10      -2.789225415238e-36       5.717232691300e-11 
  919       1.383949478580e-02       8.862553983949e-34       1.380032470465e-02       4.844302051019e-17       7.272905554742e-17       1.428948788794e-16       8.601443149351e-11       6.641849912776e-10      -2.624822912006e-36       5.704771896264e-11 
  920       1.383807238212e-02       8.273967460087e-34       1.379877481372e-02       4.820450190797e-17       7.237819488911e-17       1.422262644008e-16       8.581644566801e-11       6.626711789762e-10      -2.450501221404e-36       5.692376384636e-11 
  921       1.383664528433e-02       7.657079775115e-34       1.379725372919e-02       4.796737213236e-17       7.202935662445e-17       1.415614395624e-16       8.561909424050e-11       6.611622183903e-10      -2.267797574963e-36       5.680045316192e-11 
  922       1.383521299795e-02       7.017127734822e-34       1.379576335760e-02       4.773162037968e-17       7.168252512059e-17       1.409003754004e-16       8.542237248420e-11       6.596580647607e-10      -2.078262957630e-36       5.667777838140e-11 
  923       1.383377502192e-02       6.359394709668e-34       1.379430561829e-02       4.749723565627e-17       7.133768446805e-17       1.402430424328e-16       8.522627556569e-11       6.581586724371e-10      -1.883462145411e-36       5.655573085080e-11 
  924       1.383233084860e-02       5.689210761893e-34       1.379288244346e-02       4.726420677778e-17       7.099481847978e-17       1.395894106581e-16       8.503079854458e-11       6.566639948751e-10      -1.684973743020e-36       5.643430178961e-11 
  925       1.383087996368e-02       5.011952772623e-34       1.379149577820e-02       4.703252236864e-17       7.065391069026e-17       1.389394495533e-16       8.483593637313e-11       6.551739846330e-10      -1.484390221521e-36       5.631348229047e-11 
  926       1.382942184626e-02       4.333044568975e-34       1.379014758049e-02       4.680217086133e-17       7.031494435461e-17       1.382931280723e-16       8.464168389588e-11       6.536885933691e-10      -1.283317955974e-36       5.619326331870e-11 
  927       1.382795596874e-02       3.657957051165e-34       1.378883982128e-02       4.657314049589e-17       6.997790244768e-17       1.376504146442e-16       8.444803584925e-11       6.522077718384e-10      -1.083377263080e-36       5.607363571195e-11 
  928       1.382648179684e-02       2.992208319613e-34       1.378757448447e-02       4.634541931916e-17       6.964276766315e-17       1.370112771714e-16       8.425498686125e-11       6.507314698896e-10      -8.862024388273e-37       5.595459017976e-11 
  929       1.382499878957e-02       2.341363802045e-34       1.378635356698e-02       4.611899518429e-17       6.930952241259e-17       1.363756830284e-16       8.406253145100e-11       6.492596364624e-10      -6.934417961325e-37       5.583611730319e-11 
  930       1.382350639921e-02       1.711036380609e-34       1.378517907876e-02       4.589385575001e-17       6.897814882462e-17       1.357435990596e-16       8.387066402847e-11       6.477922195837e-10      -5.067577024899e-37       5.571820753438e-11 
  931       1.382200407129e-02       1.106886518970e-34       1.378405304280e-02       4.566998848009e-17       6.864862874394e-17       1.351149915778e-16       8.367937889404e-11       6.463291663656e-10      -3.278266176145e-37       5.560085119619e-11 
  932       1.382049124457e-02       5.346223894243e-35       1.378297749521e-02       4.544738064267e-17       6.832094373047e-17       1.344898263626e-16       8.348867023815e-11       6.448704230013e-10      -1.583391310873e-37       5.548403848177e-11 
  933       1.381896735100e-02       0.000000000000e+00       1.378195448519e-02       4.522601930966e-17       6.799507505842e-17       1.338680686585e-16       8.329853214092e-11       6.434159347631e-10       0.000000000000e+00       5.536775945414e-11 
  934       1.381743194050e-02      -4.923495363133e-35       1.378098560200e-02       4.500589280179e-17       6.767100581328e-17       1.332496870866e-16       8.310895961427e-11       6.419656553127e-10       1.458191787572e-37       5.525200441694e-11 
  935       1.381588505738e-02      -9.424585398849e-35       1.378007054745e-02       4.478699504973e-17       6.734872722052e-17       1.326346654496e-16       8.291995174669e-11       6.405195748017e-10       2.791279775092e-37       5.513676503355e-11 
  936       1.381432686976e-02      -1.351539296841e-34       1.377920854112e-02       4.456932129990e-17       6.702823241405e-17       1.320229911080e-16       8.273150860687e-11       6.390776922044e-10       4.002854390789e-37       5.502203322462e-11 
  937       1.381275754529e-02      -1.720816250131e-34       1.377839879143e-02       4.435286667460e-17       6.670951434668e-17       1.314146510825e-16       8.254363020549e-11       6.376400060426e-10       5.096542067757e-37       5.490780079825e-11 
  938       1.381117725119e-02      -2.051526033584e-34       1.377764049560e-02       4.413762617155e-17       6.639256578949e-17       1.308096320525e-16       8.235631649499e-11       6.362065143828e-10       6.076005344827e-37       5.479405944959e-11 
  939       1.380958615422e-02      -2.344917505969e-34       1.377693283959e-02       4.392359466349e-17       6.607737933121e-17       1.302079203551e-16       8.216956736936e-11       6.347772148352e-10       6.944942967433e-37       5.468080076054e-11 
  940       1.380798442068e-02      -2.602251785051e-34       1.377627499813e-02       4.371076689774e-17       6.576394737765e-17       1.296095019842e-16       8.198338266389e-11       6.333521045516e-10       7.707089988485e-37       5.456801619935e-11 
  941       1.380637221641e-02      -2.824802281648e-34       1.377566613460e-02       4.349913749581e-17       6.545226215103e-17       1.290143625891e-16       8.179776215495e-11       6.319311802238e-10       8.366217869235e-37       5.445569712031e-11 
  942       1.380474970677e-02      -3.013854733693e-34       1.377510540105e-02       4.328870095293e-17       6.514231568939e-17       1.284224874732e-16       8.161270555977e-11       6.305144380816e-10       8.926134580149e-37       5.434383476336e-11 
  943       1.380311705666e-02      -3.170707240289e-34       1.377459193816e-02       4.307945163768e-17       6.483409984596e-17       1.278338615931e-16       8.142821253622e-11       6.291018738915e-10       9.390684701777e-37       5.423242025379e-11 
  944       1.380147443049e-02      -3.296670295765e-34       1.377412487519e-02       4.287138379152e-17       6.452760628856e-17       1.272484695575e-16       8.124428268256e-11       6.276934829545e-10       9.763749525619e-37       5.412144460183e-11 
  945       1.379982199221e-02      -3.393066823741e-34       1.377370332994e-02       4.266449152840e-17       6.422282649896e-17       1.266662956255e-16       8.106091553724e-11       6.262892601046e-10       1.004924715500e-36       5.401089870234e-11 
  946       1.379815990526e-02      -3.461232211176e-34       1.377332640873e-02       4.245876883433e-17       6.391975177229e-17       1.260873237061e-16       8.087811057867e-11       6.248891997068e-10       1.025113260593e-36       5.390077333444e-11 
  947       1.379648833260e-02      -3.502514342436e-34       1.377299320638e-02       4.225420956695e-17       6.361837321641e-17       1.255115373569e-16       8.069586722496e-11       6.234932956559e-10       1.037339790799e-36       5.379105916118e-11 
  948       1.379480743669e-02      -3.518273633345e-34       1.377270280613e-02       4.205080745512e-17       6.331868175129e-17       1.249389197824e-16       8.051418483376e-11       6.221015413739e-10       1.042007220519e-36       5.368174672914e-11 
  949       1.379311737950e-02      -3.509883065246e-34       1.377245427962e-02       4.184855609850e-17       6.302066810841e-17       1.243694538336e-16       8.033306270196e-11       6.207139298092e-10       1.039522185682e-36       5.357282646815e-11 
  950       1.379141832248e-02      -3.478728219057e-34       1.377224668689e-02       4.164744896710e-17       6.272432283010e-17       1.238031220063e-16       8.015250006551e-11       6.193304534339e-10       1.030295053837e-36       5.346428869087e-11 
  951       1.378971042658e-02      -3.426207309333e-34       1.377207907631e-02       4.144747940088e-17       6.242963626898e-17       1.232399064401e-16       7.997249609919e-11       6.179511042429e-10       1.014739934234e-36       5.335612359248e-11 
  952       1.378799385224e-02      -3.353731218318e-34       1.377195048454e-02       4.124864060935e-17       6.213659858732e-17       1.226797889174e-16       7.979304991638e-11       6.165758737515e-10       9.932746879166e-37       5.324832125033e-11 
  953       1.378626875938e-02      -3.262723530008e-34       1.377185993651e-02       4.105092567110e-17       6.184519975640e-17       1.221227508620e-16       7.961416056881e-11       6.152047529941e-10       9.663209378039e-37       5.314087162355e-11 
  954       1.378453530740e-02      -3.154620564208e-34       1.377180644540e-02       4.085432753341e-17       6.155542955594e-17       1.215687733380e-16       7.943582704636e-11       6.138377325222e-10       9.343040787809e-37       5.303376455275e-11 
  955       1.378279365516e-02      -3.030871410588e-34       1.377178901257e-02       4.065883901182e-17       6.126727757344e-17       1.210178370489e-16       7.925804827685e-11       6.124748024027e-10       8.976532877840e-37       5.292698975964e-11 
  956       1.378104396101e-02      -2.892937962741e-34       1.377180662753e-02       4.046445278971e-17       6.098073320358e-17       1.204699223359e-16       7.908082312577e-11       6.111159522160e-10       8.568015338883e-37       5.282053684666e-11 
  957       1.377928638274e-02      -2.742294952244e-34       1.377185826795e-02       4.027116141786e-17       6.069578564762e-17       1.199250091772e-16       7.890415039607e-11       6.097611710547e-10       8.121855883943e-37       5.271439529667e-11 
  958       1.377752107761e-02      -2.580429982714e-34       1.377194289955e-02       4.007895731407e-17       6.041242391275e-17       1.193830771869e-16       7.872802882797e-11       6.084104475214e-10       7.642460349154e-37       5.260855447259e-11 
  959       1.377574820236e-02      -2.408843563865e-34       1.377205947613e-02       3.988783276269e-17       6.013063681151e-17       1.188441056133e-16       7.855245709866e-11       6.070637697271e-10       7.134272794641e-37       5.250300361702e-11 
  960       1.377396791313e-02      -2.229049145567e-34       1.377220693950e-02       3.969777991423e-17       5.985041296114e-17       1.183080733382e-16       7.837743382217e-11       6.057211252895e-10       6.601775605395e-37       5.239773185190e-11 
  961       1.377218036555e-02      -2.042573151905e-34       1.377238421946e-02       3.950879078492e-17       5.957174078299e-17       1.177749588757e-16       7.820295754905e-11       6.043825013311e-10       6.049489592142e-37       5.229272817820e-11 
  962       1.377038571468e-02      -1.850955015235e-34       1.377259023376e-02       3.932085725631e-17       5.929460850187e-17       1.172447403709e-16       7.802902676619e-11       6.030478844776e-10       5.481974092211e-37       5.218798147550e-11 
  963       1.376858411500e-02      -1.655747210244e-34       1.377282388805e-02       3.913397107480e-17       5.901900414548e-17       1.167173955989e-16       7.785563989661e-11       6.017172608562e-10       4.903827070401e-37       5.208348050169e-11 
  964       1.376677572045e-02      -1.458515288005e-34       1.377308407587e-02       3.894812385130e-17       5.874491554376e-17       1.161929019632e-16       7.768279529920e-11       6.003906160936e-10       4.319685219858e-37       5.197921389260e-11 
  965       1.376496068437e-02      -1.260837910038e-34       1.377336967860e-02       3.876330706071e-17       5.847233032827e-17       1.156712364952e-16       7.751049126850e-11       5.990679353145e-10       3.734224062937e-37       5.187517016165e-11 
  966       1.376313915955e-02      -1.064306882368e-34       1.377367956542e-02       3.857951204158e-17       5.820123593160e-17       1.151523758527e-16       7.733872603449e-11       5.977492031396e-10       3.152158052075e-37       5.177133769949e-11 
  967       1.376131129818e-02      -8.705271895801e-35       1.377401259329e-02       3.839672999565e-17       5.793161958673e-17       1.146362963185e-16       7.716749776236e-11       5.964344036841e-10       2.578240670661e-37       5.166770477368e-11 
  968       1.375947725188e-02      -6.811170288796e-35       1.377436760690e-02       3.821495198742e-17       5.766346832644e-17       1.141229737998e-16       7.699680455226e-11       5.951235205559e-10       2.017264533902e-37       5.156425952831e-11 
  969       1.375763717166e-02      -4.977078441498e-35       1.377474343865e-02       3.803416894375e-17       5.739676898264e-17       1.136123838266e-16       7.682664443911e-11       5.938165368536e-10       1.474061489697e-37       5.146098998363e-11 
  970       1.375579120797e-02      -3.219443600096e-35       1.377513890859e-02       3.785437165343e-17       5.713150818582e-17       1.131045015505e-16       7.665701539235e-11       5.925134351651e-10       9.535027195037e-38       5.135788403575e-11 
  971       1.375393951061e-02      -1.554846158716e-35       1.377555282441e-02       3.767555076674e-17       5.686767236440e-17       1.125993017440e-16       7.648791531572e-11       5.912141975656e-10       4.604988392097e-38       5.125492945627e-11 
  972       1.375208222883e-02       0.000000000000e+00       1.377598398140e-02       3.749769679508e-17       5.660524774409e-17       1.120967587989e-16       7.631934204703e-11       5.899188056159e-10       0.000000000000e+00       5.115211389189e-11 
  973       1.375021952413e-02       1.431657611049e-35       1.377643118805e-02       3.732080114282e-17       5.634422184901e-17       1.115968495246e-16       7.615129356868e-11       5.886272434327e-10      -4.240140828971e-38       5.104942712832e-11 
  974       1.374835160912e-02       2.740253108045e-35       1.377689334346e-02       3.714485922089e-17       5.608458803084e-17       1.110995615905e-16       7.598376864310e-11       5.873395069529e-10      -8.115808553289e-38       5.094686791970e-11 
  975       1.374647870929e-02       3.929343279103e-35       1.377736936099e-02       3.696986737913e-17       5.582634100641e-17       1.106048852079e-16       7.581676618641e-11       5.860555948047e-10      -1.163753731352e-37       5.084443726100e-11 
  976       1.374460105012e-02       5.002518910112e-35       1.377785814277e-02       3.679582187789e-17       5.556947536172e-17       1.101128103418e-16       7.565028505830e-11       5.847755052472e-10      -1.481596194143e-37       5.074213613297e-11 
  977       1.374271885712e-02       5.963404875984e-35       1.377835857960e-02       3.662271888773e-17       5.531398555158e-17       1.096233267095e-16       7.548432406190e-11       5.834992361688e-10      -1.766181823028e-37       5.063996550216e-11 
  978       1.374083235581e-02       6.815660231923e-35       1.377886955093e-02       3.645055448912e-17       5.505986589912e-17       1.091364237801e-16       7.531888194351e-11       5.822267850857e-10      -2.018594320509e-37       5.053792632079e-11 
  979       1.373894177170e-02       7.562978304671e-35       1.377938992486e-02       3.627932467218e-17       5.480711059538e-17       1.086520907739e-16       7.515395739247e-11       5.809581491409e-10      -2.239927539292e-37       5.043601952673e-11 
  980       1.373704733033e-02       8.209086783777e-35       1.377991855807e-02       3.610902533637e-17       5.455571369892e-17       1.081703166611e-16       7.498954904090e-11       5.796933251026e-10      -2.431285509316e-37       5.033424604340e-11 
  981       1.373514925724e-02       8.757747812849e-35       1.378045429580e-02       3.593965229019e-17       5.430566913534e-17       1.076910901615e-16       7.482565546354e-11       5.784323093630e-10      -2.593782464781e-37       5.023260677972e-11 
  982       1.373324777794e-02       9.212758080812e-35       1.378099597183e-02       3.577120125091e-17       5.405697069688e-17       1.072143997433e-16       7.466227517751e-11       5.771750979367e-10      -2.728542871173e-37       5.013110263008e-11 
  983       1.373134311796e-02       9.577948913172e-35       1.378154240844e-02       3.560366784425e-17       5.380961204200e-17       1.067402336225e-16       7.449940664217e-11       5.759216864595e-10      -2.836701452296e-37       5.002973447420e-11 
  984       1.372943550284e-02       9.857186363265e-35       1.378209241636e-02       3.543704760414e-17       5.356358669495e-17       1.062685797621e-16       7.433704825888e-11       5.746720701871e-10      -2.919403217298e-37       4.992850317714e-11 
  985       1.372752515807e-02       1.005437130352e-34       1.378264479477e-02       3.527133597235e-17       5.331888804532e-17       1.057994258711e-16       7.417519837078e-11       5.734262439935e-10      -2.977803487697e-37       4.982740958919e-11 
  986       1.372561230917e-02       1.017343951673e-34       1.378319833124e-02       3.510652829827e-17       5.307550934764e-17       1.053327594041e-16       7.401385526266e-11       5.721842023699e-10      -3.013067924414e-37       4.972645454582e-11 
  987       1.372369718160e-02       1.021836178728e-34       1.378375180173e-02       3.494261983860e-17       5.283344372096e-17       1.048685675599e-16       7.385301716069e-11       5.709459394232e-10      -3.026372554796e-37       4.962563886762e-11 
  988       1.372178000085e-02       1.019314399243e-34       1.378430397052e-02       3.477960575702e-17       5.259268414839e-17       1.044068372812e-16       7.369268223225e-11       5.697114488746e-10      -3.018903799646e-37       4.952496336021e-11 
  989       1.371986099236e-02       1.010182719357e-34       1.378485359019e-02       3.461748112396e-17       5.235322347670e-17       1.039475552537e-16       7.353284858576e-11       5.684807240584e-10      -2.991858500250e-37       4.942442881423e-11 
  990       1.371794038155e-02       9.948487727458e-35       1.378539940162e-02       3.445624091625e-17       5.211505441589e-17       1.034907079051e-16       7.337351427041e-11       5.672537579204e-10      -2.946443945407e-37       4.932403600522e-11 
  991       1.371601839382e-02       9.737237297519e-35       1.378594013390e-02       3.429588001689e-17       5.187816953875e-17       1.030362814043e-16       7.321467727603e-11       5.660305430168e-10      -2.883877898454e-37       4.922378569356e-11 
  992       1.371409525453e-02       9.472223065059e-35       1.378647450435e-02       3.413639321469e-17       5.164256128045e-17       1.025842616610e-16       7.305633553285e-11       5.648110715126e-10      -2.805388624298e-37       4.912367862446e-11 
  993       1.371217118903e-02       9.157627740550e-35       1.378700121846e-02       3.397777520404e-17       5.140822193811e-17       1.021346343243e-16       7.289848691132e-11       5.635953351805e-10      -2.712214916440e-37       4.902371552782e-11 
  994       1.371024642261e-02       8.797669674877e-35       1.378751896987e-02       3.382002058458e-17       5.117514367037e-17       1.016873847823e-16       7.274112922189e-11       5.623833253992e-10      -2.605606124003e-37       4.892389711823e-11 
  995       1.370832118054e-02       8.396602950603e-35       1.378802644032e-02       3.366312386092e-17       5.094331849694e-17       1.012424981612e-16       7.258426021483e-11       5.611750331522e-10      -2.486822178762e-37       4.882422409487e-11 
  996       1.370639568803e-02       7.958717473222e-35       1.378852229965e-02       3.350707944236e-17       5.071273829824e-17       1.007999593245e-16       7.242787758004e-11       5.599704490268e-10      -2.357133622174e-37       4.872469714143e-11 
  997       1.370447017028e-02       7.488339062419e-35       1.378900520572e-02       3.335188164257e-17       5.048339481490e-17       1.003597528721e-16       7.227197894680e-11       5.587695632119e-10      -2.217821632399e-37       4.862531692610e-11 
  998       1.370254485240e-02       6.989829543329e-35       1.378947380445e-02       3.319752467934e-17       5.025527964738e-17       9.992186313963e-17       7.211656188365e-11       5.575723654975e-10      -2.070178051336e-37       4.852608410147e-11 
  999       1.370061995950e-02       6.467586837792e-35       1.378992672969e-02       3.304400267424e-17       5.002838425550e-17       9.948627419745e-17       7.196162389810e-11       5.563788452729e-10      -1.915505411642e-37       4.842699930444e-11 
