# Table of selected background quantities
# All densities are multiplied by (8piG/3) (below, shortcut notation (.) for this factor) 
# Densities are in units [Mpc^-2] while all distances are in [Mpc]. 
#    1:z                      2:proper time [Gyr]      3:conf. time [Mpc]       4:H [1/Mpc]              5:comov. dist.           6:ang.diam.dist.         7:lum. dist.             8:comov.snd.hrz.         9:(.)rho_g              10:(.)rho_b              11:(.)rho_cdm            12:(.)rho_lambda         13:(.)rho_ur             14:(.)rho_crit           15:(.)rho_tot            16:(.)p_tot              17:(.)p_tot_prime        18:gr.fac. D             19:gr.fac. f          
       1.006933988163e+11       7.454762936598e-20       4.602978151524e-06       2.187570514965e+16       1.416504617823e+04       1.406750228377e-07       1.426326644091e+15       2.657530853685e-06       2.828675137373e+32       2.502738751112e+24       1.367464101574e+25       3.492914243310e-08       1.956789458800e+32       4.785464757946e+32       4.785464757946e+32       1.595154865391e+32      -1.386193649760e+38       8.017255690877e-05       1.351197394906e-01 
       9.961684377667e+10       7.616760198490e-20       4.652722054743e-06       2.141044114753e+16       1.416504617818e+04       1.421952918906e-07       1.411077192236e+15       2.686250677519e-06       2.709631187142e+32       2.423320464345e+24       1.324070976298e+25       3.492914243310e-08       1.874438557536e+32       4.584069901319e+32       4.584069901319e+32       1.528023248226e+32      -1.313659441017e+38       8.028899948173e-05       1.349237768047e-01 
       9.855179863503e+10       7.782277776385e-20       4.703004378825e-06       2.095507262494e+16       1.416504617813e+04       1.437319904272e-07       1.395990778617e+15       2.715280875281e-06       2.595597166083e+32       2.346422322468e+24       1.282054825611e+25       3.492914243310e-08       1.795553369413e+32       4.391150687166e+32       4.391150687166e+32       1.463716845165e+32      -1.244920669833e+38       8.040544205514e-05       1.347283817084e-01 
       9.749814033431e+10       7.951392166046e-20       4.753828761750e-06       2.050938911962e+16       1.416504617808e+04       1.452852960002e-07       1.381065660127e+15       2.744624801151e-06       2.486362232819e+32       2.271964354852e+24       1.241371954598e+25       3.492914243310e-08       1.719988040924e+32       4.206350420600e+32       4.206350420600e+32       1.402116757914e+32      -1.179778735484e+38       8.052188462902e-05       1.345335517383e-01 
       9.645574713307e+10       8.124181533439e-20       4.805204298464e-06       2.007318464553e+16       1.416504617803e+04       1.468553880811e-07       1.366300112291e+15       2.774285845601e-06       2.381724419170e+32       2.199869128542e+24       1.201980054892e+25       3.492914243310e-08       1.647602856766e+32       4.029327418133e+32       4.029327418133e+32       1.343109091979e+32      -1.118045429264e+38       8.063832720336e-05       1.343392844477e-01 
       9.542449859143e+10       8.300725732528e-20       4.857132807956e-06       1.964625759763e+16       1.416504617798e+04       1.484424480812e-07       1.351692429072e+15       2.804267435686e-06       2.281490256728e+32       2.130061667726e+24       1.163838160679e+25       3.492914243310e-08       1.578263981514e+32       3.859754375926e+32       3.859754375926e+32       1.286584746080e+32      -1.059542390708e+38       8.075476977818e-05       1.341455774010e-01 
       9.440427555720e+10       8.481106365292e-20       4.909625204164e-06       1.922841065877e+16       1.416504617793e+04       1.500466593718e-07       1.337240922676e+15       2.834573035567e-06       2.185474419142e+32       2.062469375769e+24       1.126906606096e+25       3.492914243310e-08       1.511843212164e+32       3.697317764621e+32       3.697317764621e+32       1.232439210435e+32      -1.004100592270e+38       8.087121235347e-05       1.339524281802e-01 
       9.339496015209e+10       8.665406792799e-20       4.962683306076e-06       1.881945070838e+16       1.416504617787e+04       1.516682073064e-07       1.322943923349e+15       2.865206146763e-06       2.093499379469e+32       1.997021959709e+24       1.091146983977e+25       3.492914243310e-08       1.448217741099e+32       3.541717249653e+32       3.541717249653e+32       1.180572373523e+32      -9.515598509715e+37       8.098765492925e-05       1.337598343772e-01 
       9.239643575810e+10       8.853712202448e-20       5.016314389650e-06       1.841918873334e+16       1.416504617782e+04       1.533072792413e-07       1.308799779194e+15       2.896170308715e-06       2.005395081933e+32       1.933651357162e+24       1.056522105915e+25       3.492914243310e-08       1.387269929024e+32       3.392665135946e+32       3.392665135946e+32       1.130888336986e+32      -9.017683655931e+37       8.110409750552e-05       1.335677936019e-01 
       9.140858700403e+10       9.046109619429e-20       5.070525730844e-06       1.802743974053e+16       1.416504617777e+04       1.549640645576e-07       1.294806855971e+15       2.927469099045e-06       1.920998627504e+32       1.872291665535e+24       1.022995963586e+25       3.492914243310e-08       1.328887087458e+32       3.249885835985e+32       3.249885835985e+32       1.083295238321e+32      -8.545822780941e+37       8.122054008228e-05       1.333763034742e-01 
       9.043129975218e+10       9.242687968547e-20       5.125322786625e-06       1.764402267136e+16       1.416504617771e+04       1.566387546831e-07       1.280963536914e+15       2.959106134079e-06       1.840153972710e+32       1.812879073495e+24       9.905336913003e+24       3.492914243310e-08       1.272961270382e+32       3.113115360274e+32       3.113115360274e+32       1.037705081031e+32      -8.098652579743e+37       8.133698265955e-05       1.331853616299e-01 
       8.946446108512e+10       9.443538104714e-20       5.180711013963e-06       1.726876031809e+16       1.416504617766e+04       1.583315431143e-07       1.267268222544e+15       2.991085069216e-06       1.762711641122e+32       1.755351794601e+24       9.591015297482e+24       3.492914243310e-08       1.219389074652e+32       2.982100829238e+32       2.982100829238e+32       9.940335719247e+31      -7.674881083867e+37       8.145342523733e-05       1.329949657179e-01 
       8.850795929270e+10       9.648752854138e-20       5.236699507805e-06       1.690147924195e+16       1.416504617760e+04       1.600426254389e-07       1.253719330480e+15       3.023409599341e-06       1.688528446982e+32       1.699650003059e+24       9.286667908869e+24       3.492914243310e-08       1.168071448815e+32       2.856600005660e+32       2.856600005660e+32       9.521999652656e+31      -7.273283928609e+37       8.156986781562e-05       1.328051133994e-01 
       8.756168385907e+10       9.858427067761e-20       5.293291906128e-06       1.654200969292e+16       1.416504617754e+04       1.617721993581e-07       1.240315295261e+15       3.056083459310e-06       1.617467230461e+32       1.645715771495e+24       8.991978239496e+24       3.492914243310e-08       1.118913509969e+32       2.736380846807e+32       2.736380846807e+32       9.121269134766e+31      -6.892700815583e+37       8.168631039444e-05       1.326158023511e-01 
       8.662552544998e+10       1.007265764642e-19       5.350495484890e-06       1.619018553134e+16       1.416504617749e+04       1.635204647099e-07       1.227054568162e+15       3.089110424282e-06       1.549396604061e+32       1.593493010722e+24       8.706639825285e+24       3.492914243310e-08       1.071824368331e+32       2.621221075393e+32       2.621221075393e+32       8.737403241306e+31      -6.532032160380e+37       8.180275297378e-05       1.324270302601e-01 
       8.569937590012e+10       1.029154361095e-19       5.408319339040e-06       1.584584415109e+16       1.416504617743e+04       1.652876234918e-07       1.213935617016e+15       3.122494310288e-06       1.484190709689e+32       1.542927411404e+24       8.430355927051e+24       3.492914243310e-08       1.026716959186e+32       2.510907768608e+32       2.510907768608e+32       8.369692229583e+31      -6.190235915632e+37       8.191919555365e-05       1.322387948301e-01 
       8.478312820060e+10       1.051518611738e-19       5.466767106554e-06       1.550882640444e+16       1.416504617737e+04       1.670738798843e-07       1.200956926037e+15       3.156238974513e-06       1.421728985951e+32       1.493966387580e+24       8.162839221897e+24       3.492914243310e-08       9.835078819134e+31       2.405236964432e+32       2.405236964432e+32       8.017456226213e+31      -5.866324560326e+37       8.203563813407e-05       1.320510937739e-01 
       8.387667648661e+10       1.074368853823e-19       5.525846063392e-06       1.517897652850e+16       1.416504617731e+04       1.688794402745e-07       1.188116995646e+15       3.190348315920e-06       1.361895945243e+32       1.446559021974e+24       7.903811504414e+24       3.492914243310e-08       9.421172457818e+31       2.304013284528e+32       2.304013284528e+32       7.680043970081e+31      -5.559362246640e+37       8.215208071503e-05       1.318639248213e-01 
       8.297991602520e+10       1.097715647469e-19       5.585563485511e-06       1.485614207322e+16       1.416504617725e+04       1.707045132798e-07       1.175414342296e+15       3.224826275520e-06       1.304580960223e+32       1.400656013048e+24       7.653003397364e+24       3.492914243310e-08       9.024685222377e+31       2.207049572997e+32       2.207049572997e+32       7.356831608202e+31      -5.268462096090e+37       8.226852329655e-05       1.316772857114e-01 
       8.209274320316e+10       1.121569783578e-19       5.645926648867e-06       1.454017383094e+16       1.416504617719e+04       1.725493097723e-07       1.162847498299e+15       3.259676836976e-06       1.249678059268e+32       1.356209623725e+24       7.410154071533e+24       3.492914243310e-08       8.644884034089e+31       2.114166550341e+32       2.114166550341e+32       7.047221542257e+31      -4.992783637149e+37       8.238496587863e-05       1.314911741986e-01 
       8.121505551504e+10       1.145942286908e-19       5.706941010430e-06       1.423092576744e+16       1.416504617713e+04       1.744140429028e-07       1.150415011663e+15       3.294904026975e-06       1.197085730540e+32       1.313173631748e+24       7.175010974485e+24       3.492914243310e-08       8.281066665631e+31       2.025192481985e+32       2.025192481985e+32       6.750641323676e+31      -4.731530376946e+37       8.250140846128e-05       1.313055880487e-01 
       8.034675155132e+10       1.170844421768e-19       5.768615665147e-06       1.392825495442e+16       1.416504617707e+04       1.762989281259e-07       1.138115445916e+15       3.330511915716e-06       1.146706734293e+32       1.271503281611e+24       6.947329567916e+24       3.492914243310e-08       7.932560442711e+31       1.939962860753e+32       1.939962860753e+32       6.466542595215e+31      -4.483947500036e+37       8.261785104450e-05       1.311205250401e-01 
       7.948773098670e+10       1.196287697884e-19       5.830957888975e-06       1.363202150345e+16       1.416504617701e+04       1.782041832242e-07       1.125947379946e+15       3.366504617417e-06       1.098447923092e+32       1.231155238013e+24       6.726873073349e+24       3.492914243310e-08       7.598721000329e+31       1.858320102705e+32       1.858320102705e+32       6.194400077081e+31      -4.249319687578e+37       8.273429362830e-05       1.309359829649e-01 
       7.863789456850e+10       1.222283873950e-19       5.893971319892e-06       1.334208850133e+16       1.416504617694e+04       1.801300283342e-07       1.113909407835e+15       3.402886290702e-06       1.052220069578e+32       1.192087540794e+24       6.513412225889e+24       3.492914243310e-08       7.278931091398e+31       1.780113255773e+32       1.780113255773e+32       5.933710595727e+31      -4.026969050627e+37       8.285073621270e-05       1.307519596255e-01 
       7.779714410519e+10       1.248844965748e-19       5.957668690826e-06       1.305832194680e+16       1.416504617688e+04       1.820766859712e-07       1.102000138693e+15       3.439661139210e-06       1.007937701505e+32       1.154259561296e+24       6.306725035804e+24       3.492914243310e-08       6.972599445489e+31       1.705197720663e+32       1.705197720663e+32       5.683992153512e+31      -3.816253171574e+37       8.296717879768e-05       1.305684528394e-01 
       7.696538245503e+10       1.275983248278e-19       6.022051820764e-06       1.278059068861e+16       1.416504617681e+04       1.840443810554e-07       1.090218196506e+15       3.476833411925e-06       9.655189436955e+31       1.117631960113e+24       6.106596557660e+24       3.492914243310e-08       6.679159675613e+31       1.633434983499e+32       1.633434983499e+32       5.444783037523e+31      -3.616563248063e+37       8.308362138328e-05       1.303854604331e-01 
       7.614251351489e+10       1.303711265425e-19       6.087131623644e-06       1.250876636491e+16       1.416504617675e+04       1.860333409376e-07       1.078562219966e+15       3.514407403842e-06       9.248853666682e+31       1.082166646177e+24       5.912818666791e+24       3.492914243310e-08       6.398069231010e+31       1.564692359719e+32       1.564692359719e+32       5.215640965897e+31      -3.427322334036e+37       8.320006396948e-05       1.302029802490e-01 
       7.532844220911e+10       1.332041831497e-19       6.152915375424e-06       1.224272334390e+16       1.416504617668e+04       1.880437954256e-07       1.067030862324e+15       3.552387456277e-06       8.859618416216e+31       1.047826737148e+24       5.725189842860e+24       3.492914243310e-08       6.128808394004e+31       1.498842748752e+32       1.498842748752e+32       4.996142270074e+31      -3.247983672816e+37       8.331650655630e-05       1.300210101376e-01 
       7.452307447850e+10       1.360988041090e-19       6.219410352060e-06       1.198233866579e+16       1.416504617662e+04       1.900759768106e-07       1.055622791226e+15       3.590777957544e-06       8.486764015277e+31       1.014576521058e+24       5.543514960281e+24       3.492914243310e-08       5.870879319087e+31       1.435764399017e+32       1.435764399017e+32       4.785881111454e+31      -3.078029117408e+37       8.343294914375e-05       1.298395479648e-01 
       7.372631726954e+10       1.390563272140e-19       6.286622010521e-06       1.172749198598e+16       1.416504617655e+04       1.921301198943e-07       1.044336688564e+15       3.629583343327e-06       8.129601080692e+31       9.823814191675e+23       5.367605085302e+24       3.492914243310e-08       5.623805112425e+31       1.375340682812e+32       1.375340682812e+32       4.584468731039e+31      -2.916967633468e+37       8.354939173183e-05       1.296585916063e-01 
       7.293807852353e+10       1.420781193723e-19       6.354561264743e-06       1.147806551939e+16       1.416504617648e+04       1.942064620158e-07       1.033171250324e+15       3.668808097265e-06       7.787469241778e+31       9.512079500121e+23       5.197277279523e+24       3.492914243310e-08       5.387128950125e+31       1.317459880675e+32       1.317459880675e+32       4.391532730634e+31      -2.764333880599e+37       8.366583432055e-05       1.294781389501e-01 
       7.215826716606e+10       1.451655772343e-19       6.423235390685e-06       1.123394398610e+16       1.416504617641e+04       1.963052430793e-07       1.022125186431e+15       3.708456751468e-06       7.459735919351e+31       9.210236945778e+23       5.032354409644e+24       3.492914243310e-08       5.160413233587e+31       1.262014974828e+32       1.262014974828e+32       4.206716384313e+31      -2.619686867887e+37       8.378227690993e-05       1.292981878969e-01 
       7.138679309641e+10       1.483201276923e-19       6.492651664303e-06       1.099501455797e+16       1.416504617634e+04       1.984267055815e-07       1.011197220606e+15       3.748533886979e-06       7.145795156137e+31       8.917972625891e+23       4.872664963257e+24       3.492914243310e-08       4.943238780420e+31       1.208903451300e+32       1.208903451300e+32       4.029677978852e+31      -2.482608679786e+37       8.389871949996e-05       1.291187363571e-01 
       7.062356717715e+10       1.515432288116e-19       6.562817361555e-06       1.076116680660e+16       1.416504617627e+04       2.005710946396e-07       1.000386090212e+15       3.789044134416e-06       6.845066496390e+31       8.634982598639e+23       4.718042870480e+24       3.492914243310e-08       4.735204049398e+31       1.158027110394e+32       1.158027110394e+32       3.860090181929e+31      -2.352703268668e+37       8.401516209065e-05       1.289397822553e-01 
       6.986850122389e+10       1.548363701305e-19       6.633741577389e-06       1.053229265220e+16       1.416504617620e+04       2.027386580200e-07       9.896905461126e+14       3.829992174355e-06       6.556993912673e+31       8.360972567053e+23       4.568327331254e+24       3.492914243310e-08       4.535924398038e+31       1.109291885115e+32       1.109291885115e+32       3.697639436904e+31      -2.229595310564e+37       8.413160468202e-05       1.287613235245e-01 
       6.912150799502e+10       1.582010738035e-19       6.705431587761e-06       1.030828631370e+16       1.416504617613e+04       2.049296461667e-07       9.791093525274e+14       3.871382738054e-06       6.281044777798e+31       8.095657572955e+23       4.423362648113e+24       3.492914243310e-08       4.345031371422e+31       1.062607667251e+32       1.062607667251e+32       3.542025383073e+31      -2.112929120771e+37       8.424804727407e-05       1.285833581127e-01 
       6.838250118169e+10       1.616388947981e-19       6.777896487620e-06       1.008904425982e+16       1.416504617606e+04       2.071443122300e-07       9.686412868872e+14       3.913220607794e-06       6.016708880034e+31       7.838761700620e+23       4.282998064273e+24       3.492914243310e-08       4.162172020946e+31       1.017888140767e+32       1.017888140767e+32       3.392960300327e+31      -2.002367626207e+37       8.436448986681e-05       1.284058839754e-01 
       6.765139539781e+10       1.651514221268e-19       6.851145371911e-06       9.874465161268e+15       1.416504617599e+04       2.093829120964e-07       9.582851396940e+14       3.955510617641e-06       5.763497479756e+31       7.590017789830e+23       4.147087606844e+24       3.492914243310e-08       3.987008251744e+31       9.750506222109e+31       9.750506222109e+31       3.250168577167e+31      -1.897591391532e+37       8.448093246025e-05       1.282288990831e-01 
       6.692810617018e+10       1.687402791247e-19       6.925185516593e-06       9.664449843843e+15       1.416504617591e+04       2.116457044172e-07       9.480397143811e+14       3.998257653820e-06       5.520942405804e+31       7.349167158046e+23       4.015489935029e+24       3.492914243310e-08       3.819216197571e+31       9.340159078416e+31       9.340159078416e+31       3.113386201125e+31      -1.798297696237e+37       8.459737505439e-05       1.280524014142e-01 
       6.621254992875e+10       1.724071245175e-19       7.000026016613e-06       9.458901242651e+15       1.416504617584e+04       2.139329506395e-07       9.379038271748e+14       4.041466655406e-06       5.288595189860e+31       7.115959331382e+23       3.888068193136e+24       3.492914243310e-08       3.658485621997e+31       8.947081271823e+31       8.947081271823e+31       2.982360270619e+31      -1.704199660017e+37       8.471381764925e-05       1.278763889603e-01 
       6.550464399694e+10       1.761536530707e-19       7.075674147927e-06       9.257724357222e+15       1.416504617576e+04       2.162449150354e-07       9.278763069576e+14       4.085142614848e-06       5.066026237261e+31       6.890151784130e+23       3.764689868253e+24       3.492914243310e-08       3.504519344799e+31       8.570546027430e+31       8.570546027430e+31       2.856848527353e+31      -1.615025413917e+37       8.483026024484e-05       1.277008597237e-01 
       6.480430658211e+10       1.799815962598e-19       7.152140824473e-06       9.060826207605e+15       1.416504617568e+04       2.185818647333e-07       9.179559951330e+14       4.129290578503e-06       4.852824032707e+31       6.671509686542e+23       3.645226652441e+24       3.492914243310e-08       3.357032692497e+31       8.209857156442e+31       8.209857156442e+31       2.736618908401e+31      -1.530517314843e+37       8.494670284116e-05       1.275258117160e-01 
       6.411145676609e+10       1.838927233521e-19       7.229433322209e-06       8.868115791395e+15       1.416504617561e+04       2.209440697482e-07       9.081417454913e+14       4.173915647328e-06       4.648594379400e+31       6.459805660615e+23       3.529554309300e+24       3.492914243310e-08       3.215752972006e+31       7.864347768959e+31       7.864347768959e+31       2.621449117135e+31      -1.450431201179e+37       8.506314543823e-05       1.273512429620e-01 
       6.342601449585e+10       1.878888419576e-19       7.307562555070e-06       8.679504041677e+15       1.416504617553e+04       2.233318030133e-07       8.984324240777e+14       4.219022977363e-06       4.452959670193e+31       6.254819543633e+23       3.417552544764e+24       3.492914243310e-08       3.080418966452e+31       7.533379040948e+31       7.533379040948e+31       2.511126212215e+31      -1.374535687350e+37       8.517958803606e-05       1.271771514959e-01 
       6.274790057423e+10       1.919717990373e-19       7.386533980025e-06       8.494903785854e+15       1.416504617545e+04       2.257453404113e-07       8.888269090607e+14       4.264617780399e-06       4.265558189425e+31       6.056338159201e+23       3.309104882011e+24       3.492914243310e-08       2.950780452193e+31       7.216339033091e+31       7.216339033091e+31       2.405446213873e+31      -1.302611495305e+37       8.529603063465e-05       1.270035353636e-01 
       6.207703665081e+10       1.961434816596e-19       7.466360330000e-06       8.314229705365e+15       1.416504617537e+04       2.281849608064e-07       8.793240906030e+14       4.310705324539e-06       4.086043444130e+31       5.864155095560e+23       3.204098540321e+24       3.492914243310e-08       2.826597736175e+31       6.912641559357e+31       6.912641559357e+31       2.304213726769e+31      -1.234450820974e+37       8.541247323400e-05       1.268303926212e-01 
       6.141334521283e+10       2.004058178876e-19       7.547048880951e-06       8.137398296247e+15       1.416504617529e+04       2.306509460764e-07       8.699228707330e+14       4.357290934812e-06       3.914083523398e+31       5.678070490917e+23       3.102424317795e+24       3.492914243310e-08       2.707641212755e+31       6.621725103176e+31       6.621725103176e+31       2.207241578718e+31      -1.169856733876e+37       8.552891583414e-05       1.266577213352e-01 
       6.075674957628e+10       2.047607777190e-19       7.628610546817e-06       7.964327830544e+15       1.416504617521e+04       2.331435811455e-07       8.606221632177e+14       4.404379993808e-06       3.749360484686e+31       5.497890825609e+23       3.003976477791e+24       3.492914243310e-08       2.593690939175e+31       6.343051779238e+31       6.343051779238e+31       2.114350474621e+31      -1.108642608152e+37       8.564535843506e-05       1.264855195833e-01 
       6.010717387698e+10       2.092103738791e-19       7.711052603554e-06       7.794938318534e+15       1.416504617513e+04       2.356631540169e-07       8.514208934378e+14       4.451977942259e-06       3.591569765972e+31       5.323428720842e+23       2.908652638957e+24       3.492914243310e-08       2.484536228903e+31       6.076106338975e+31       6.076106338975e+31       2.025368664958e+31      -1.050631583358e+37       8.576180103678e-05       1.263137854524e-01 
       5.946454306186e+10       2.137566629418e-19       7.794384146109e-06       7.629151471756e+15       1.416504617504e+04       2.382099558062e-07       8.423179982632e+14       4.500090279732e-06       3.440419622635e+31       5.154502743831e+23       2.816353668766e+24       3.492914243310e-08       2.379975262085e+31       5.820395217900e+31       5.820395217900e+31       1.940131628240e+31      -9.956560534798e+36       8.587824363930e-05       1.261425170411e-01 
       5.882878288027e+10       2.184017460373e-19       7.878617907409e-06       7.466890666832e+15       1.416504617496e+04       2.407842807754e-07       8.333124259298e+14       4.548722565181e-06       3.295630588038e+31       4.990937219117e+23       2.726983580416e+24       3.492914243310e-08       2.279814712396e+31       5.575445623042e+31       5.575445623042e+31       1.858481766812e+31      -9.435571826865e+36       8.599468624264e-05       1.259717124570e-01 
       5.819981987542e+10       2.231477700955e-19       7.963762982399e-06       7.308080910049e+15       1.416504617487e+04       2.433864263661e-07       8.244031359188e+14       4.597880417684e-06       3.156934956817e+31       4.832562045868e+23       2.640449433014e+24       3.492914243310e-08       2.183869389595e+31       5.340804658782e+31       5.340804658782e+31       1.780268115470e+31      -8.941844464167e+36       8.611112884681e-05       1.258013698190e-01 
       5.757758137586e+10       2.279969285733e-19       8.049826647039e-06       7.152648802699e+15       1.416504617479e+04       2.460166932347e-07       8.155890988357e+14       4.647569517001e-06       3.024076289904e+31       4.679212520990e+23       2.556661234917e+24       3.492914243310e-08       2.091961897112e+31       5.116038489475e+31       5.116038489475e+31       1.705346062339e+31      -8.473951964837e+36       8.622757145181e-05       1.256314872555e-01 
       5.696199548709e+10       2.329514627126e-19       8.136819815263e-06       7.000522507157e+15       1.416504617470e+04       2.486753852867e-07       8.068692962919e+14       4.697795604313e-06       2.896808940398e+31       4.530729167836e+23       2.475531850146e+24       3.492914243310e-08       2.003922304063e+31       4.900731537321e+31       4.900731537321e+31       1.633577081487e+31      -8.030542489345e+36       8.634401405766e-05       1.254620629055e-01 
       5.635299108330e+10       2.380136623528e-19       8.224755219999e-06       6.851631713679e+15       1.416504617461e+04       2.513628097118e-07       7.982427207866e+14       4.748564482810e-06       2.774897599371e+31       4.386957570359e+23       2.396976907770e+24       3.492914243310e-08       1.919587831051e+31       4.694485713990e+31       4.694485713990e+31       1.564828476808e+31      -7.610334934751e+36       8.646045666437e-05       1.252930949176e-01 
       5.575049779908e+10       2.431858671850e-19       8.313640137203e-06       6.705907607906e+15       1.416504617452e+04       2.540792770195e-07       7.897083755908e+14       4.799882018428e-06       2.658116860802e+31       4.247748212530e+23       2.320914714163e+24       3.492914243310e-08       1.838802549206e+31       4.496919684577e+31       4.496919684577e+31       1.498973136669e+31      -7.212115233328e+36       8.657689927195e-05       1.251245814509e-01 
       5.515444602134e+10       2.484704676666e-19       8.403485480812e-06       6.563282839057e+15       1.416504617443e+04       2.568251010752e-07       7.812652746318e+14       4.851754140470e-06       2.546250804817e+31       4.112956322843e+23       2.247266168046e+24       3.492914243310e-08       1.761417091873e+31       4.307668162546e+31       4.307668162546e+31       1.435889298897e+31      -6.834732844867e+36       8.669334188041e-05       1.249565206737e-01 
       5.456476688127e+10       2.538699062548e-19       8.494300345774e-06       6.423691488804e+15       1.416504617434e+04       2.596005991358e-07       7.729124423796e+14       4.904186842334e-06       2.439092598462e+31       3.982441723762e+23       2.175954678225e+24       3.492914243310e-08       1.687288378452e+31       4.126381234334e+31       4.126381234334e+31       1.375460325638e+31      -6.477097432527e+36       8.680978448975e-05       1.247889107648e-01 
       5.398139224633e+10       2.593866784561e-19       8.586097465013e-06       6.287069040806e+15       1.416504617425e+04       2.624060918872e-07       7.646489137337e+14       4.957186182181e-06       2.336444113288e+31       3.856068685941e+23       2.106906083940e+24       3.492914243310e-08       1.616279349846e+31       3.952723712386e+31       3.952723712386e+31       1.317574487711e+31      -6.138175712618e+36       8.692622710000e-05       1.246217499122e-01 
       5.340425471244e+10       2.650233339984e-19       8.678887752467e-06       6.153352350886e+15       1.416504617416e+04       2.652419034807e-07       7.564737339123e+14       5.010758283638e-06       2.238115559025e+31       3.733705787074e+23       2.040048577742e+24       3.492914243310e-08       1.548258715048e+31       3.786374515415e+31       3.786374515415e+31       1.262124758024e+31      -5.816988469233e+36       8.704266971116e-05       1.244550363137e-01 
       5.283328759615e+10       2.707824780674e-19       8.772680303082e-06       6.022479617854e+15       1.416504617406e+04       2.681083615707e-07       7.483859583412e+14       5.064909336526e-06       2.143925132667e+31       3.615225775220e+23       1.975312630814e+24       3.492914243310e-08       1.483100708396e+31       3.627026074747e+31       3.627026074747e+31       1.209008613688e+31      -5.512607725086e+36       8.715911232323e-05       1.242887681774e-01 
       5.226842492696e+10       2.766667723681e-19       8.867486030795e-06       5.894390354939e+15       1.416504617397e+04       2.710057973526e-07       7.403846525452e+14       5.119645597532e-06       2.053698682334e+31       3.500505436465e+23       1.912630920668e+24       3.492914243310e-08       1.420684857037e+31       3.474383765639e+31       3.474383765639e+31       1.158127846457e+31      -5.224154060392e+36       8.727555493625e-05       1.241229437197e-01 
       5.170960143969e+10       2.826789365793e-19       8.963317668531e-06       5.769025361834e+15       1.416504617387e+04       2.739345456012e-07       7.324688920400e+14       5.174973390997e-06       1.967269385277e+31       3.389425466788e+23       1.851938261129e+24       3.492914243310e-08       1.360895758183e+31       3.328165362548e+31       3.328165362548e+31       1.109388381153e+31      -4.950794072035e+36       8.739199755020e-05       1.239575611680e-01 
       5.115675256693e+10       2.888217493201e-19       9.060182492249e-06       5.646326697335e+15       1.416504617378e+04       2.768949447088e-07       7.246377622252e+14       5.230899109562e-06       1.884477439430e+31       3.281870347990e+23       1.793171534546e+24       3.492914243310e-08       1.303622865738e+31       3.188100517304e+31       3.188100517304e+31       1.062700101723e+31      -4.691737965697e+36       8.750844016512e-05       1.237926187576e-01 
       5.060981443159e+10       2.950980497590e-19       9.158096872852e-06       5.526237652564e+15       1.416504617368e+04       2.798873367249e-07       7.168903582789e+14       5.287429215002e-06       1.805169767953e+31       3.177728227558e+23       1.736269626151e+24       3.492914243310e-08       1.248760285904e+31       3.053930259262e+31       3.053930259262e+31       1.017976684619e+31      -4.446237273973e+36       8.762488278100e-05       1.236281147348e-01 
       5.006872383951e+10       3.015107385971e-19       9.257068086299e-06       5.408702724756e+15       1.416504617358e+04       2.829120673956e-07       7.092257850530e+14       5.344570238878e-06       1.729199736198e+31       3.076890802345e+23       1.681173360504e+24       3.492914243310e-08       1.196206581394e+31       2.925406516478e+31       2.925406516478e+31       9.751354391972e+30      -4.213582693893e+36       8.774132539786e-05       1.234640473536e-01 
       4.953341827217e+10       3.080627797263e-19       9.357108865515e-06       5.293667591606e+15       1.416504617348e+04       2.859694862034e-07       7.016431569698e+14       5.402328783380e-06       1.656426880590e+31       2.979253205939e+23       1.627825439956e+24       3.492914243310e-08       1.145864583878e+31       2.802291657042e+31       2.802291657042e+31       9.340971548224e+30      -3.993102037598e+36       8.785776801572e-05       1.233004148786e-01 
       4.900383587948e+10       3.147572013017e-19       9.458230124437e-06       5.181079086169e+15       1.416504617338e+04       2.890599464076e-07       6.941415979196e+14       5.460711522007e-06       1.586716648924e+31       2.884713899608e+23       1.576170385052e+24       3.492914243310e-08       1.097641214325e+31       2.684358049713e+31       2.684358049713e+31       8.947859544164e+30      -3.784158290246e+36       8.797421063458e-05       1.231372155826e-01 
       4.847991547258e+10       3.215970974086e-19       9.560444595991e-06       5.070885172277e+15       1.416504617328e+04       2.921838050851e-07       6.867202411597e+14       5.519725200416e-06       1.519940151585e+31       2.793174566700e+23       1.526154476849e+24       3.492914243310e-08       1.051447310910e+31       2.571387643042e+31       2.571387643042e+31       8.571291541650e+30      -3.586147769545e+36       8.809065325445e-05       1.229744477483e-01 
       4.796159651682e+10       3.285856292666e-19       9.663763194112e-06       4.963034920500e+15       1.416504617317e+04       2.953414231719e-07       6.793782292141e+14       5.579376637132e-06       1.455973923238e+31       2.704540010405e+23       1.477725701037e+24       3.492914243310e-08       1.007197464155e+31       2.463171562210e+31       2.463171562210e+31       8.210571291307e+30      -3.398498381585e+36       8.820709587536e-05       1.228121096668e-01 
       4.744881912477e+10       3.357260268627e-19       9.768200470717e-06       4.857478484598e+15       1.416504617307e+04       2.985331655045e-07       6.721147137742e+14       5.639672724389e-06       1.394699694549e+31       2.618718054748e+23       1.430833693857e+24       3.492914243310e-08       9.648098590137e+30       2.359509722833e+31       2.359509722833e+31       7.865031845207e+30      -3.220667967943e+36       8.832353849730e-05       1.226501996387e-01 
