# Table of selected background quantities
# All densities are multiplied by (8piG/3) (below, shortcut notation (.) for this factor) 
# Densities are in units [Mpc^-2] while all distances are in [Mpc]. 
#    1:z                      2:proper time [Gyr]      3:conf. time [Mpc]       4:H [1/Mpc]              5:comov. dist.           6:ang.diam.dist.         7:lum. dist.             8:comov.snd.hrz.         9:(.)rho_g              10:(.)rho_b              11:(.)rho_cdm            12:(.)rho_lambda         13:(.)rho_ur             14:(.)rho_crit           15:(.)rho_tot            16:(.)p_tot              17:(.)p_tot_prime        18:gr.fac. D             19:gr.fac. f          
       2.858590188521e+06       9.246117823616e-11       1.620909121393e-01       1.764097466015e+07       1.416488409192e+04       4.955197563332e-03       4.049161285160e+10       9.357776428035e-02       1.837330458483e+14       5.726228433355e+10       3.128737195022e+11       3.492914243310e-08       1.271008051080e+14       3.112039869602e+14       3.112039869602e+14       1.036112836521e+14      -2.557629138091e+15       1.938882036494e-04       5.752204081085e-02 
       2.828027800256e+06       9.447002008088e-11       1.638420951676e-01       1.726588809211e+07       1.416488234074e+04       5.008747555703e-03       4.005869521186e+10       9.458869149252e-02       1.760006953650e+14       5.544520593650e+10       3.029454380281e+11       3.492914243310e-08       1.217518056003e+14       2.981108916092e+14       2.981108916092e+14       9.925083365508e+13      -2.423813769905e+15       1.940081050344e-04       5.750539548449e-02 
       2.797792167206e+06       9.652250221508e-11       1.656121917204e-01       1.689877787548e+07       1.416488057064e+04       5.062876247136e-03       3.963040607483e+10       9.561053585270e-02       1.685937585476e+14       5.368578807359e+10       2.933322062590e+11       3.492914243310e-08       1.166279171428e+14       2.855686936847e+14       2.855686936847e+14       9.507389189679e+13      -2.296999792198e+15       1.941280460677e-04       5.748897482179e-02 
       2.767879795893e+06       9.861957253899e-11       1.674014059481e-01       1.653947437771e+07       1.416487878143e+04       5.117589891316e-03       3.920669595528e+10       9.664341517054e-02       1.614985404589e+14       5.198220102894e+10       2.840240268638e+11       3.492914243310e-08       1.117196660042e+14       2.735542126910e+14       2.735542126910e+14       9.107273548769e+13      -2.176820876595e+15       1.942480272021e-04       5.747278073943e-02 
       2.738287230193e+06       1.007621995374e-10       1.692099441971e-01       1.618781157396e+07       1.416487697289e+04       5.172894809504e-03       3.878751589701e+10       9.768744852513e-02       1.547019225092e+14       5.033267314824e+10       2.750112197524e+11       3.492914243310e-08       1.070179771521e+14       2.620452435542e+14       2.620452435542e+14       8.723996655376e+13      -2.062929862123e+15       1.943680488958e-04       5.745681517562e-02 
       2.709011050931e+06       1.029513727260e-10       1.710380150453e-01       1.584362697036e+07       1.416487514482e+04       5.228797391268e-03       3.837281746726e+10       9.874275627863e-02       1.481913382005e+14       4.873548899626e+10       2.662844120084e+11       3.492914243310e-08       1.025141574743e+14       2.510205155758e+14       2.510205155758e+14       8.356849855827e+13      -1.954997752299e+15       1.944881116121e-04       5.744108009024e-02 
       2.680047875487e+06       1.051881031067e-10       1.728858293154e-01       1.550676152888e+07       1.416487329701e+04       5.285304095222e-03       3.796255275106e+10       9.980946009007e-02       1.419547498924e+14       4.718898757292e+10       2.578345281422e+11       3.492914243310e-08       9.819987970551e+13       2.404596531136e+14       2.404596531136e+14       8.005154319929e+13      -1.852712764702e+15       1.946082158196e-04       5.742557746514e-02 
       2.651394357408e+06       1.074734236369e-10       1.747536001021e-01       1.517705959391e+07       1.416487142924e+04       5.342421449770e-03       3.755667434576e+10       1.008876829293e-01       1.359806265447e+14       4.569156058593e+10       2.496527806524e+11       3.492914243310e-08       9.406716703101e+13       2.303431379170e+14       2.303431379170e+14       7.668259785857e+13      -1.755779430274e+15       1.947283619923e-04       5.741030930435e-02 
       2.623047186017e+06       1.098083897051e-10       1.766415427992e-01       1.485436882023e+07       1.416486954129e+04       5.400156053862e-03       3.715513535546e+10       1.019775490909e-01       1.302579223979e+14       4.424165077820e+10       2.417306608878e+11       3.492914243310e-08       9.010837833789e+13       2.206522730475e+14       2.206522730475e+14       7.345543357860e+13      -1.663917739740e+15       1.948485506095e-04       5.739527763431e-02 
       2.595003086035e+06       1.121940796177e-10       1.785498751215e-01       1.453854010269e+07       1.416486763296e+04       5.458514577757e-03       3.675788938568e+10       1.030791842088e-01       1.247760565498e+14       4.283775030837e+10       2.340599301980e+11       3.492914243310e-08       8.631619408723e+13       2.113691483175e+14       2.113691483175e+14       7.036408354567e+13      -1.576862334704e+15       1.949687821560e-04       5.738048450412e-02 
       2.567258817199e+06       1.146315950944e-10       1.804788171285e-01       1.422942750723e+07       1.416486570402e+04       5.517503763789e-03       3.636489053795e+10       1.041927152703e-01       1.195248933923e+14       4.147839918276e+10       2.266326113662e+11       3.492914243310e-08       8.268360278072e+13       2.024766071836e+14       2.024766071836e+14       6.740283205767e+13      -1.494361741062e+15       1.950890571221e-04       5.736593198573e-02 
       2.539811173889e+06       1.171220617787e-10       1.824285912553e-01       1.392688820349e+07       1.416486375425e+04       5.577130427150e-03       3.597609340452e+10       1.053182706306e-01       1.144947238715e+14       4.016218373700e+10       2.194409803132e+11       3.492914243310e-08       7.920388799685e+13       1.939582150324e+14       1.939582150324e+14       6.456620395612e+13      -1.416177642527e+15       1.952093760037e-04       5.735162217422e-02 
       2.512656984759e+06       1.196666297578e-10       1.843994223309e-01       1.363078239875e+07       1.416486178341e+04       5.637401456677e-03       3.559145306311e+10       1.064559800278e-01       1.096762475360e+14       3.888773516590e+10       2.124775580642e+11       3.492914243310e-08       7.587061597273e+13       1.857982288020e+14       1.857982288020e+14       6.184895450292e+13      -1.342084192171e+15       1.953297393025e-04       5.733755718804e-02 
       2.485793112368e+06       1.222664740916e-10       1.863915376089e-01       1.334097327337e+07       1.416485979130e+04       5.698323815646e-03       3.521092507173e+10       1.076059745975e-01       1.050605553413e+14       3.765372809994e+10       2.057351029716e+11       3.492914243310e-08       7.267762370845e+13       1.779815678808e+14       1.779815678808e+14       5.924605968324e+13      -1.271867359978e+15       1.954501475255e-04       5.732373916925e-02 
       2.459216452818e+06       1.249227953568e-10       1.884051667948e-01       1.305732691754e+07       1.416485777767e+04       5.759904542576e-03       3.483446546354e+10       1.087683868877e-01       1.006391131771e+14       3.645887922698e+10       1.992066031837e+11       3.492914243310e-08       6.961900757213e+13       1.704937862316e+14       1.704937862316e+14       5.675270691640e+13      -1.205324314552e+15       1.955706011860e-04       5.731017028375e-02 
       2.432923935398e+06       1.276368201951e-10       1.904405420646e-01       1.277971226940e+07       1.416485574229e+04       5.822150752044e-03       3.446203074175e+10       1.099433508745e-01       9.640374608878e+13       3.530194595763e+10       1.928852693528e+11       3.492914243310e-08       6.668911238445e+13       1.633210456885e+14       1.633210456885e+14       5.436428615774e+13      -1.142262837161e+15       1.956911008027e-04       5.729685272153e-02 
       2.406912522226e+06       1.304098018861e-10       1.924978981006e-01       1.250800105443e+07       1.416485368494e+04       5.885069635505e-03       3.409357787463e+10       1.111310019766e-01       9.234662316230e+13       3.418172513305e+10       1.867645275743e+11       3.492914243310e-08       6.388252096266e+13       1.564500903777e+14       1.564500903777e+14       5.207638137499e+13      -1.082500766454e+15       1.958116469004e-04       5.728378869695e-02 
       2.381179207899e+06       1.332430209223e-10       1.945774721116e-01       1.224206772625e+07       1.416485160536e+04       5.948668462125e-03       3.372906429052e+10       1.123314770716e-01       8.846024304519e+13       3.309705177368e+10       1.808380125506e+11       3.492914243310e-08       6.119404410451e+13       1.498682222140e+14       1.498682222140e+14       4.988476238323e+13      -1.025865472218e+15       1.959322400100e-04       5.727098044897e-02 
       2.355721019147e+06       1.361377856004e-10       1.966795038643e-01       1.198178940851e+07       1.416484950333e+04       6.012954579617e-03       3.336844787290e+10       1.135449145111e-01       8.473742007719e+13       3.204679786774e+10       1.750995609713e+11       3.492914243310e-08       5.861871099378e+13       1.435632774298e+14       1.435632774298e+14       4.778537702366e+13      -9.721933566864e+14       1.960528806682e-04       5.725843024141e-02 
       2.330535014487e+06       1.390954326227e-10       1.988042357098e-01       1.172704583816e+07       1.416484737860e+04       6.077935415092e-03       3.301168695555e+10       1.147714541369e-01       8.117127100443e+13       3.102987119815e+10       1.695432051032e+11       3.492914243310e-08       5.615176000959e+13       1.375236040903e+14       1.375236040903e+14       4.577434367134e+13      -9.213293819252e+14       1.961735694178e-04       5.724614036321e-02 
       2.305618283887e+06       1.421173277148e-10       2.009519126077e-01       1.147771930986e+07       1.416484523092e+04       6.143618475919e-03       3.265874031770e+10       1.160112372967e-01       7.775520225270e+13       3.004521420667e+10       1.641631665849e+11       3.492914243310e-08       5.378862992244e+13       1.317380405559e+14       1.317380405559e+14       4.384794405838e+13      -8.731266219599e+14       1.962943068081e-04       5.723411312868e-02 
       2.280967948425e+06       1.452048662574e-10       2.031227821572e-01       1.123369462156e+07       1.416484306005e+04       6.210011350586e-03       3.230956717930e+10       1.172644068604e-01       7.448289773642e+13       2.909180289405e+10       1.589538504169e+11       3.492914243310e-08       5.152495146080e+13       1.261958948505e+14       1.261958948505e+14       4.200261639907e+13      -8.274458383304e+14       1.964150933944e-04       5.722235087781e-02 
       2.256581159960e+06       1.483594739281e-10       2.053170946310e-01       1.099485902129e+07       1.416484086574e+04       6.277121709582e-03       3.196412719631e+10       1.185311072364e-01       7.134830718059e+13       2.816864575519e+10       1.539098391435e+11       3.492914243310e-08       4.935653923266e+13       1.208869248982e+14       1.208869248982e+14       4.023494880442e+13      -7.841550778570e+14       1.965359297382e-04       5.721085597646e-02 
       2.232455100802e+06       1.515826073608e-10       2.075351029907e-01       1.076110215504e+07       1.416483864773e+04       6.344957306281e-03       3.162238045601e+10       1.198114843881e-01       6.834563493421e+13       2.727478274794e+10       1.490258872185e+11       3.492914243310e-08       4.727938398697e+13       1.158013195912e+14       1.158013195912e+14       3.854167297373e+13      -7.431292914515e+14       1.966568164077e-04       5.719963081672e-02 
       2.208586983384e+06       1.548757548118e-10       2.097770629298e-01       1.053231601573e+07       1.416483640577e+04       6.413525977838e-03       3.128428747239e+10       1.211056858506e-01       6.546932925454e+13       2.640928429477e+10       1.442969155503e+11       3.492914243310e-08       4.528964520082e+13       1.109296806552e+14       1.109296806552e+14       3.691965815179e+13      -7.042499728747e+14       1.967777539774e-04       5.718867781710e-02 
       2.184974049944e+06       1.582404368529e-10       2.120432328920e-01       1.030839489336e+07       1.416483413960e+04       6.482835646094e-03       3.094980918163e+10       1.224138607478e-01       6.271407204229e+13       2.557125031600e+10       1.397180062200e+11       3.492914243310e-08       4.338364397855e+13       1.062630052774e+14       1.062630052774e+14       3.536590534028e+13      -6.674048163945e+14       1.968987430284e-04       5.717799942285e-02 
       2.161613572205e+06       1.616782070704e-10       2.143338741062e-01       1.008923532609e+07       1.416483184896e+04       6.552894318488e-03       3.061890693755e+10       1.237361598088e-01       6.007476900876e+13       2.475980929377e+10       1.352843973667e+11       3.492914243310e-08       4.155785624975e+13       1.017926694652e+14       1.017926694652e+14       3.387754175284e+13      -6.324873923571e+14       1.970197841483e-04       5.716759810624e-02 
       2.138502851056e+06       1.651906527816e-10       2.166492506203e-01       9.874736052470e+06       1.416482953359e+04       6.623710088990e-03       3.029154250713e+10       1.250727353859e-01       5.754654025690e+13       2.397411736571e+10       1.309914782355e+11       3.492914243310e-08       3.980890625344e+13       9.751041210595e+13       9.751041210595e+13       3.245181550345e+13      -5.993968397330e+14       1.971408779315e-04       5.715747636683e-02 
       2.115639216248e+06       1.687793957664e-10       2.189896293203e-01       9.664797964627e+06       1.416482719321e+04       6.695291139025e-03       2.996767806615e+10       1.264237414714e-01       5.512471125867e+13       2.321335744737e+10       1.268347843824e+11       3.492914243310e-08       3.813356029655e+13       9.340831969706e+13       9.340831969706e+13       3.108609051841e+13      -5.680375747506e+14       1.972620249791e-04       5.714763673174e-02 
       2.093020026075e+06       1.724460930122e-10       2.213552799694e-01       9.459324062457e+06       1.416482482756e+04       6.767645738427e-03       2.964727619475e+10       1.277893337154e-01       5.280480421215e+13       2.247673838245e+10       1.228099930319e+11       3.492914243310e-08       3.652872077502e+13       8.947881171858e+13       8.947881171858e+13       2.977784166239e+13      -5.383190147750e+14       1.973832258991e-04       5.713808175596e-02 
       2.070642667080e+06       1.761924374842e-10       2.237464752379e-01       9.258219408805e+06       1.416482243636e+04       6.840782246390e-03       2.933029987317e+10       1.291696694439e-01       5.058252976236e+13       2.176349412008e+10       1.189129185809e+11       3.492914243310e-08       3.499142044651e+13       8.571462662157e+13       8.571462662157e+13       2.852465006962e+13      -5.101553166342e+14       1.975044813063e-04       5.712881402262e-02 
       2.048504553745e+06       1.800201589029e-10       2.261634907336e-01       9.061391085587e+06       1.416482001935e+04       6.914709112433e-03       2.901671247742e+10       1.305649076762e-01       4.845377907056e+13       2.107288291813e+10       1.151395082464e+11       3.492914243310e-08       3.351881694423e+13       8.210880840596e+13       8.210880840596e+13       2.732419867160e+13      -4.834651286369e+14       1.976257918227e-04       5.711983614331e-02 
       2.026603128193e+06       1.839310245429e-10       2.286066050310e-01       8.868748150851e+06       1.416481757623e+04       6.989434877377e-03       2.870647777510e+10       1.319752091434e-01       4.641461621728e+13       2.040418657184e+10       1.114858378503e+11       3.492914243310e-08       3.210818752152e+13       7.865469376322e+13       7.865469376322e+13       2.617426791293e+13      -4.581713555663e+14       1.977471580773e-04       5.711115075835e-02 
       2.004935859899e+06       1.879268400429e-10       2.310760997061e-01       8.680201596744e+06       1.416481510674e+04       7.064968174334e-03       2.839955992115e+10       1.334007363067e-01       4.446127092502e+13       1.975670966691e+10       1.079481077389e+11       3.492914243310e-08       3.075692401770e+13       7.534589976012e+13       7.534589976012e+13       2.507273164757e+13      -4.342009359695e+14       1.978685807060e-04       5.710276053709e-02 
       1.983500245389e+06       1.920094502435e-10       2.335722593689e-01       8.495664308384e+06       1.416481261058e+04       7.141317729699e-03       2.809592345378e+10       1.348416533760e-01       4.259013158730e+13       1.912977885634e+10       1.045226388311e+11       3.492914243310e-08       2.946252803577e+13       7.217631204076e+13       7.217631204076e+13       2.401755320769e+13      -4.114846310999e+14       1.979900603523e-04       5.709466817822e-02 
       1.962293807956e+06       1.961807400379e-10       2.360953716889e-01       8.315051023595e+06       1.416481008746e+04       7.218492364162e-03       2.779553329032e+10       1.362981263283e-01       4.079773859102e+13       1.852274216011e+10       1.012058687924e+11       3.492914243310e-08       2.822260632302e+13       6.914007352499e+13       6.914007352499e+13       2.300678163801e+13      -3.899568249035e+14       1.981115976669e-04       5.708687641008e-02 
       1.941314097373e+06       2.004426352391e-10       2.386457274424e-01       8.138278293506e+06       1.416480753711e+04       7.296500993723e-03       2.749835472317e+10       1.377703229272e-01       3.908077791987e+13       1.793496828722e+10       9.799434833039e+10       3.492914243310e-08       2.703486634606e+13       6.623157358255e+13       6.623157358255e+13       2.203854808864e+13      -3.695553344698e+14       1.982331933078e-04       5.707938799094e-02 
       1.920558689608e+06       2.047971034698e-10       2.412236205328e-01       7.965264443985e+06       1.416480495922e+04       7.375352630726e-03       2.720435341583e+10       1.392584127417e-01       3.743607502692e+13       1.736584597912e+10       9.488473760743e+10       3.492914243310e-08       2.589711205210e+13       6.344543766260e+13       6.344543766260e+13       2.111106235967e+13      -3.502212304010e+14       1.983548479406e-04       5.707220570936e-02 
       1.900025186547e+06       2.092461550620e-10       2.438293480263e-01       7.795929537894e+06       1.416480235349e+04       7.455056384898e-03       2.691349539889e+10       1.407625671656e-01       3.586058896511e+13       1.681478337409e+10       9.187380276745e+10       3.492914243310e-08       2.480723980855e+13       6.077651735980e+13       6.077651735980e+13       2.022260959122e+13      -3.318986665800e+14       1.984765622384e-04       5.706533238443e-02 
       1.879711215714e+06       2.137918439948e-10       2.464632101910e-01       7.630195338148e+06       1.416479971963e+04       7.535621464399e-03       2.662574706612e+10       1.422829594369e-01       3.435140676473e+13       1.628120739164e+10       8.895841257289e+10       3.492914243310e-08       2.376323451360e+13       5.821988089829e+13       5.821988089829e+13       1.937154709278e+13      -3.145347188455e+14       1.985983368820e-04       5.705877086617e-02 
       1.859614429999e+06       2.184362688357e-10       2.491255105288e-01       7.467985271557e+06       1.416479705733e+04       7.617057176890e-03       2.634107517060e+10       1.438197646580e-01       3.290573804753e+13       1.576456313664e+10       8.613553514836e+10       3.492914243310e-08       2.276316587038e+13       5.577080401619e+13       5.577080401619e+13       1.855630130597e+13      -2.980792321080e+14       1.987201725600e-04       5.705252403578e-02 
       1.839732507385e+06       2.231815737101e-10       2.518165558085e-01       7.309224393438e+06       1.416479436628e+04       7.699372930603e-03       2.605944682086e+10       1.453731598151e-01       3.152090986748e+13       1.526431332216e+10       8.340223482759e+10       3.492914243310e-08       2.180518481799e+13       5.342476123363e+13       5.342476123363e+13       1.777536489516e+13      -2.824846754651e+14       1.988420699686e-04       5.704659480602e-02 
       1.820063150681e+06       2.280299492852e-10       2.545366561026e-01       7.153839352982e+06       1.416479164618e+04       7.782578235432e-03       2.578082947708e+10       1.469433237990e-01       3.019436176873e+13       1.477993771077e+10       8.075566910051e+10       3.492914243310e-08       2.088752011273e+13       5.117741748827e+13       5.117741748827e+13       1.702729396049e+13      -2.677060048982e+14       1.989640298123e-04       5.704098612148e-02 
       1.800604087257e+06       2.329836337829e-10       2.572861248191e-01       7.001758359353e+06       1.416478889671e+04       7.866682704028e-03       2.550519094734e+10       1.485304374249e-01       2.892364105141e+13       1.431093257350e+10       7.819308565714e+10       3.492914243310e-08       2.000847505312e+13       4.902462012276e+13       4.902462012276e+13       1.631070536818e+13      -2.537005331525e+14       1.990860528033e-04       5.703570095896e-02 
       1.781353068780e+06       2.380449140140e-10       2.600652787442e-01       6.852911148513e+06       1.416478611756e+04       7.951696052912e-03       2.523249938391e+10       1.501346834534e-01       2.770639823681e+13       1.385681016599e+10       7.571181952534e+10       3.492914243310e-08       1.916642434290e+13       4.696239120941e+13       4.696239120941e+13       1.562427419324e+13      -2.404278064261e+14       1.992081396621e-04       5.703074232776e-02 
       1.762307870955e+06       2.432161264297e-10       2.628744380727e-01       6.707228950748e+06       1.416478330840e+04       8.037628103594e-03       2.496272327954e+10       1.517562466112e-01       2.654038272334e+13       1.341709822125e+10       7.330929029929e+10       3.492914243310e-08       1.835981108590e+13       4.498692019776e+13       4.498692019776e+13       1.496673126975e+13      -2.278494875104e+14       1.993302911171e-04       5.702611327006e-02 
       1.743466293267e+06       2.484996582013e-10       2.657139264466e-01       6.564644458891e+06       1.416478046891e+04       8.124488783710e-03       2.469583146385e+10       1.533953136121e-01       2.542343862528e+13       1.299133945852e+10       7.098299945608e+10       3.492914243310e-08       1.758714390745e+13       4.309455687164e+13       4.309455687164e+13       1.433686084424e+13      -2.159292450453e+14       1.994525079053e-04       5.702181686122e-02 
       1.724826158728e+06       2.538979483109e-10       2.685840709946e-01       6.425091797210e+06       1.416477759877e+04       8.212288128168e-03       2.443179309970e+10       1.550520731786e-01       2.435350078675e+13       1.257909110773e+10       6.873052775729e+10       3.492914243310e-08       1.684699419695e+13       4.128180460257e+13       4.128180460257e+13       1.373349832790e+13      -2.046326485690e+14       1.995747907720e-04       5.701785621015e-02 
       1.706385313627e+06       2.594134886879e-10       2.714852023601e-01       6.288506490970e+06       1.416477469763e+04       8.301036280305e-03       2.417057767965e+10       1.567267160629e-01       2.332859096332e+13       1.217992444904e+10       6.654953273308e+10       3.492914243310e-08       1.613799346647e+13       3.954531388697e+13       3.954531388697e+13       1.315552814326e+13      -1.939270690590e+14       1.996971404708e-04       5.701423445962e-02 
       1.688141627277e+06       2.650488253524e-10       2.744176547549e-01       6.154825436635e+06       1.416477176518e+04       8.390743493061e-03       2.391215502245e+10       1.584194350688e-01       2.234681416439e+13       1.179342436697e+10       6.443774624620e+10       3.492914243310e-08       1.545883082044e+13       3.788187615545e+13       3.788187615545e+13       1.260188166161e+13      -1.837815846768e+14       1.998195577642e-04       5.701095478667e-02 
       1.670092991771e+06       2.708065595899e-10       2.773817659800e-01       6.023986872706e+06       1.416476880107e+04       8.481420130163e-03       2.365649526949e+10       1.601304250742e-01       2.140635514948e+13       1.141918891874e+10       6.239297213316e+10       3.492914243310e-08       1.480825053199e+13       3.628841784253e+13       3.628841784253e+13       1.207153522716e+13      -1.741668914447e+14       1.999420434231e-04       5.700802040290e-02 
       1.652237321740e+06       2.766893491473e-10       2.803778774760e-01       5.895930351176e+06       1.416476580496e+04       8.573076667319e-03       2.340356888143e+10       1.618598830524e-01       2.050547507197e+13       1.105682891621e+10       6.041308392034e+10       3.492914243310e-08       1.418504972111e+13       3.476199470592e+13       3.476199470592e+13       1.156350826436e+13      -1.650552185961e+14       2.000645982272e-04       5.700543455488e-02 
       1.634572554110e+06       2.826999094564e-10       2.834063343580e-01       5.770596709600e+06       1.416476277650e+04       8.665723693430e-03       2.315334663471e+10       1.636080080950e-01       1.964250826406e+13       1.070596752118e+10       5.849602261255e+10       3.492914243310e-08       1.358807613065e+13       3.329978638484e+13       3.329978638484e+13       1.107686146490e+13      -1.564202483549e+14       2.001872229651e-04       5.700320052445e-02 
       1.617096647863e+06       2.888410148924e-10       2.864674854554e-01       5.647928043748e+06       1.416475971535e+04       8.759371911814e-03       2.290579961824e+10       1.653750014348e-01       1.881585915710e+13       1.036623985351e+10       5.663979455179e+10       3.492914243310e-08       1.301622599585e+13       3.189909118735e+13       3.189909118735e+13       1.061069505098e+13      -1.482370399123e+14       2.003099184345e-04       5.700132162914e-02 
       1.599807583804e+06       2.951155000484e-10       2.895616833521e-01       5.527867680850e+06       1.416475662115e+04       8.854032141440e-03       2.266089923002e+10       1.671610664682e-01       1.802399933147e+13       1.003729261161e+10       5.484246934391e+10       3.492914243310e-08       1.246844200356e+13       3.055732109699e+13       3.055732109699e+13       1.016414711168e+13      -1.404819573813e+14       2.004326854419e-04       5.699980122252e-02 
       1.582703364326e+06       3.015262610437e-10       2.926892844243e-01       5.410360153405e+06       1.416475349355e+04       8.949715318178e-03       2.241861717384e+10       1.689664087788e-01       1.726546469064e+13       9.718783705058e+09       5.310217785107e+10       3.492914243310e-08       1.194371133735e+13       2.927199698955e+13       2.927199698955e+13       9.736392009331e+12      -1.331326015207e+14       2.005555248033e-04       5.699864269455e-02 
       1.565782013177e+06       3.080762568499e-10       2.958506488849e-01       5.295351173543e+06       1.416475033219e+04       9.046432496063e-03       2.217892545603e+10       1.707912361603e-01       1.653885275413e+13       9.410381898849e+09       5.141711024798e+10       3.492914243310e-08       1.144106380487e+13       2.804074405114e+13       2.804074405114e+13       9.326638852997e+12      -1.261677450318e+14       2.006784373437e-04       5.699784947198e-02 
       1.549041575237e+06       3.147685106637e-10       2.990461408226e-01       5.182787607943e+06       1.416474713670e+04       9.144194848569e-03       2.194179638221e+10       1.726357586406e-01       1.584282006444e+13       9.111766468894e+09       4.978551413968e+10       3.492914243310e-08       1.095957004400e+13       2.686128738904e+13       2.686128738904e+13       8.934130036145e+12      -1.195672712404e+14       2.008014238975e-04       5.699742501870e-02 
       1.532480116287e+06       3.216061112989e-10       3.022761282409e-01       5.072617453274e+06       1.416474390671e+04       9.243013669903e-03       2.170720255407e+10       1.745001885055e-01       1.517607970308e+13       8.822626868504e+09       4.820569273922e+10       3.492914243310e-08       1.049833980457e+13       2.573144782726e+13       2.573144782726e+13       8.558139835884e+12      -1.133121159868e+14       2.009244853088e-04       5.699737283616e-02 
       1.516095722788e+06       3.285922146079e-10       3.055409831086e-01       4.964789812166e+06       1.416474064185e+04       9.342900376306e-03       2.147511686626e+10       1.763847403230e-01       1.453739891114e+13       8.542662405426e+09       4.667600310299e+10       3.492914243310e-08       1.005652030233e+13       2.464913787899e+13       2.464913787899e+13       8.197973071159e+12      -1.073842125567e+14       2.010476224311e-04       5.699769646374e-02 
       1.499886501660e+06       3.357300449372e-10       3.088410813925e-01       4.859254869685e+06       1.416473734176e+04       9.443866507372e-03       2.124551250320e+10       1.782896309672e-01       1.392559681002e+13       8.271581929142e+09       4.519485442221e+10       3.492914243310e-08       9.633294642186e+12       2.361235788855e+13       2.361235788855e+13       7.852963817401e+12      -1.017664394934e+14       2.011708361276e-04       5.699839947911e-02 
       1.483850580062e+06       3.430228966029e-10       3.121768031033e-01       4.755963870313e+06       1.416473400603e+04       9.545923727384e-03       2.101836293602e+10       1.802150796436e-01       1.333954221800e+13       8.009103528082e+09       4.376070636849e+10       3.492914243310e-08       9.227880307827e+12       2.261919233572e+13       2.261919233572e+13       7.522474175276e+12      -9.644257114036e+13       2.012941272716e-04       5.699948549865e-02 
       1.467986105177e+06       3.504741354242e-10       3.155485323423e-01       4.654869095420e+06       1.416473063430e+04       9.649083826656e-03       2.079364191947e+10       1.821613079137e-01       1.277815155885e+13       7.754954236449e+09       4.237206749200e+10       3.492914243310e-08       8.839527714918e+12       2.166780629550e+13       2.166780629550e+13       7.205893091256e+12      -9.139723077157e+13       2.014174967458e-04       5.700095817786e-02 
       1.452291243996e+06       3.580872002663e-10       3.189566573419e-01       4.555923841207e+06       1.416472722618e+04       9.753358722899e-03       2.057132348890e+10       1.841285397202e-01       1.224038685830e+13       7.508869750348e+09       4.102749367043e+10       3.492914243310e-08       8.467518825156e+12       2.075644204688e+13       2.075644204688e+13       6.902635227818e+12      -8.661584617442e+13       2.015409454435e-04       5.700282121175e-02 
       1.436764183109e+06       3.658656046275e-10       3.224015705091e-01       4.459082397124e+06       1.416472378127e+04       9.858760462592e-03       2.035138195728e+10       1.861170014125e-01       1.172525382492e+13       7.270594152920e+09       3.972558660714e+10       3.492914243310e-08       8.111165818663e+12       1.988341582434e+13       1.988341582434e+13       6.612139881195e+12      -8.208460755641e+13       2.016644742677e-04       5.700507833521e-02 
       1.421403128493e+06       3.738129382494e-10       3.258836684727e-01       4.364300024749e+06       1.416472029917e+04       9.965301222379e-03       2.013379191219e+10       1.881269217723e-01       1.123180001175e+13       7.039879648202e+09       3.846499237702e+10       3.492914243310e-08       7.769809822257e+12       1.904711470603e+13       1.904711470603e+13       6.333869944668e+12      -7.779042765431e+13       2.017880841320e-04       5.700773332347e-02 
       1.406206305306e+06       3.819328687775e-10       3.294033521288e-01       4.271532937110e+06       1.416471677948e+04       1.007299331047e-02       1.991852821290e+10       1.901585320396e-01       1.075911305525e+13       6.816486303429e+09       3.724440001846e+10       3.492914243310e-08       7.442819691239e+12       1.824599363281e+13       1.824599363281e+13       6.067310915497e+12      -7.372090393057e+13       2.019117759602e-04       5.701078999248e-02 
       1.391171957681e+06       3.902291434527e-10       3.329610266846e-01       4.180738278448e+06       1.416471322181e+04       1.018184916807e-02       1.970556598749e+10       1.922120659393e-01       1.030631898847e+13       6.600181799514e+09       3.606254017000e+10       3.492914243310e-08       7.129590842443e+12       1.747857255288e+13       1.747857255288e+13       5.811969943636e+12      -6.986428274756e+13       2.020355506866e-04       5.701425219933e-02 
       1.376298348524e+06       3.987055908343e-10       3.365571017021e-01       4.091874104417e+06       1.416470962573e+04       1.029188137081e-02       1.949488062994e+10       1.942877597073e-01       9.872580625050e+12       6.390741189449e+09       3.491818375027e+10       3.492914243310e-08       6.829544136409e+12       1.674343368640e+13       1.674343368640e+13       5.567374920486e+12      -6.620942541648e+13       2.021594092561e-04       5.701812384271e-02 
       1.361583759314e+06       4.073661225673e-10       3.401919911539e-01       4.004899362698e+06       1.416470599085e+04       1.040310263019e-02       1.928644779731e+10       1.963858521175e-01       9.457096011408e+12       6.187946664367e+09       3.381014067976e+10       3.492914243310e-08       6.542124806587e+12       1.603921890534e+13       1.603921890534e+13       5.333073605998e+12      -6.274577602245e+13       2.022833526245e-04       5.702240886327e-02 
       1.347026489903e+06       4.162147351685e-10       3.438661134569e-01       3.919773874026e+06       1.416470231672e+04       1.051552579506e-02       1.908024340691e+10       1.985065845090e-01       9.059096943919e+12       5.991587327033e+09       3.273725864326e+10       3.492914243310e-08       6.266801433611e+12       1.536462722350e+13       1.536462722350e+13       5.108632792510e+12      -5.946333093328e+13       2.024073817584e-04       5.702711124407e-02 
